# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
SRR35809155_ctg370	cds	1647907	1648578	+	EIDGLC_01696	-	-	-	-	-	-
SRR35809155_ctg370	tRNA	1648760	1648840	-	EIDGLC_01697	34.6	-	-	-	-	-
SRR35809155_ctg370	cds	1649124	1650380	-	EIDGLC_01698	543.0	1.1e-191	0.998	0.941	0.681	UniRef:UniRef50_A0A2Z4ULE7
SRR35809155_ctg370	cds	1650579	1652009	-	EIDGLC_01699	670.0	4.2e-240	0.979	0.947	0.749	UniRef:UniRef50_A0A4P1KDQ4
SRR35809155_ctg370	cds	1652112	1652351	-	EIDGLC_01700	103.0	1.1e-28	0.962	0.800	0.566	UniRef:UniRef50_Q124I2
SRR35809155_ctg370	cds	1652483	1653334	+	EIDGLC_01701	406.0	2.4e-142	0.982	0.965	0.705	UniRef:UniRef50_A0A653NW09
SRR35809155_ctg370	cds	1653407	1653655	+	EIDGLC_01702	107.0	4.1e-30	1.0	0.837	0.622	UniRef:UniRef50_A0A1R4FIC7
SRR35809155_ctg370	cds	1653656	1654312	+	EIDGLC_01703	-	-	-	-	-	-
SRR35809155_ctg370	cds	1654323	1655852	+	EIDGLC_01704	806.0	1.8e-294	0.802	1.0	0.971	UniRef:UniRef50_A0A2H6AS79
SRR35809155_ctg370	cds	1655971	1656315	+	EIDGLC_01705	-	-	-	-	-	-
SRR35809155_ctg370	cds	1656325	1657299	-	EIDGLC_01706	305.0	1.6e-100	1.009	0.903	0.532	UniRef:UniRef50_A0A0Q7A655
SRR35809155_ctg370	cds	1657397	1657885	+	EIDGLC_01707	224.0	2.9e-74	0.944	0.933	0.641	UniRef:UniRef50_A0A6I1ZA80
SRR35809155_ctg370	cds	1657882	1658580	+	EIDGLC_01708	205.0	4.5e-64	1.017	0.874	0.513	UniRef:UniRef50_A0A1L9B5M4
SRR35809155_ctg370	cds	1658612	1660441	+	EIDGLC_01709	949.0	0.0	0.995	0.971	0.772	UniRef:UniRef50_Q9ABB9
SRR35809155_ctg370	cds	1660444	1660854	+	EIDGLC_01710	127.0	1.5e-36	0.912	0.873	0.565	UniRef:UniRef50_A0A7W9CH72
SRR35809155_ctg370	cds	1660904	1662256	+	EIDGLC_01711	440.0	3.8e-150	1.0	0.941	0.551	UniRef:UniRef50_V4R4N1
SRR35809155_ctg370	cds	1662253	1663068	+	EIDGLC_01712	433.0	3.5e-153	0.970	0.939	0.795	UniRef:UniRef50_A0A4P1JZV7
SRR35809155_ctg370	cds	1663068	1663316	+	EIDGLC_01713	124.0	2.9e-37	0.866	0.816	0.789	UniRef:UniRef50_A0A1V1UXR8
SRR35809155_ctg370	cds	1663385	1663603	+	EIDGLC_01714	87.8	6.0e-23	0.931	0.893	0.642	UniRef:UniRef50_A0A1I6T2W5
SRR35809155_ctg370	cds	1663600	1663830	+	EIDGLC_01715	-	-	-	-	-	-
SRR35809155_ctg370	cds	1663834	1664499	-	EIDGLC_01716	394.0	2.7e-139	1.0	0.888	0.819	UniRef:UniRef50_Q9ABC4
SRR35809155_ctg370	cds	1664830	1665318	+	EIDGLC_01717	-	-	-	-	-	-
SRR35809155_ctg370	cds	1665315	1665821	+	EIDGLC_01718	-	-	-	-	-	-
SRR35809155_ctg370	cds	1665818	1667665	+	EIDGLC_01719	838.0	9.3e-302	0.987	0.951	0.738	UniRef:UniRef50_A0A7W9A353
SRR35809155_ctg370	cds	1667662	1668348	+	EIDGLC_01720	310.0	4.6e-106	0.952	0.889	0.691	UniRef:UniRef50_A0A0Q7SMA1
SRR35809155_ctg370	cds	1668350	1669636	+	EIDGLC_01721	555.0	5.5e-196	1.002	0.917	0.662	UniRef:UniRef50_A0A328AB87
SRR35809155_ctg370	cds	1669633	1670643	+	EIDGLC_01722	500.0	2.4e-177	0.982	0.924	0.755	UniRef:UniRef50_P58184
SRR35809155_ctg370	cds	1670640	1671215	-	EIDGLC_01723	-	-	-	-	-	-
SRR35809155_ctg370	cds	1671218	1672339	-	EIDGLC_01724	412.0	4.8e-141	1.029	0.877	0.573	UniRef:UniRef50_A3UFW8
SRR35809155_ctg370	cds	1672656	1673369	+	EIDGLC_01725	283.0	8.1e-95	0.949	0.886	0.658	UniRef:UniRef50_D9QHJ4
SRR35809155_ctg370	cds	1673371	1674030	-	EIDGLC_01726	244.0	4.2e-80	0.945	0.818	0.609	UniRef:UniRef50_Q9A2R9
SRR35809155_ctg370	cds	1674023	1675300	-	EIDGLC_01727	415.0	9.2e-141	0.991	0.888	0.537	UniRef:UniRef50_A5P9F4
SRR35809155_ctg370	cds	1675347	1675508	-	EIDGLC_01728	-	-	-	-	-	-
SRR35809155_ctg370	cds	1675693	1676082	+	EIDGLC_01729	167.0	1.5e-52	0.992	0.865	0.617	UniRef:UniRef50_A0A3D9HUT6
SRR35809155_ctg370	cds	1676097	1676750	-	EIDGLC_01730	291.0	1.1e-98	0.991	0.927	0.674	UniRef:UniRef50_A0A5E4NZ97
SRR35809155_ctg370	cds	1676792	1677271	-	EIDGLC_01731	267.0	3.1e-91	1.0	0.914	0.786	UniRef:UniRef50_A0A085F075
SRR35809155_ctg370	cds	1677280	1677609	-	EIDGLC_01732	166.0	6.4e-53	0.963	0.854	0.800	UniRef:UniRef50_A0A1H6TR71
SRR35809155_ctg370	cds	1677970	1678836	-	EIDGLC_01733	-	-	-	-	-	-
SRR35809155_ctg370	cds	1678901	1679593	-	EIDGLC_01734	-	-	-	-	-	-
SRR35809155_ctg370	cds	1679790	1680146	+	EIDGLC_01735	-	-	-	-	-	-
SRR35809155_ctg370	cds	1680139	1681185	+	EIDGLC_01736	-	-	-	-	-	-
SRR35809155_ctg370	cds	1681212	1682744	+	EIDGLC_01737	395.0	6.8e-132	0.878	0.985	0.518	UniRef:UniRef50_A0A6I4J533
SRR35809155_ctg370	cds	1682773	1683186	+	EIDGLC_01738	160.0	1.4e-49	0.971	0.806	0.556	UniRef:UniRef50_V7FKB9
SRR35809155_ctg370	cds	1683250	1683450	+	EIDGLC_01739	-	-	-	-	-	-
SRR35809155_ctg370	cds	1683447	1684292	+	EIDGLC_01740	347.0	5.8e-119	1.032	0.973	0.617	UniRef:UniRef50_V4PE89
SRR35809155_ctg370	cds	1684395	1684910	+	EIDGLC_01741	176.0	1.1e-54	0.865	0.809	0.568	UniRef:UniRef50_R0EJM1
SRR35809155_ctg370	cds	1684877	1685782	-	EIDGLC_01742	422.0	1.9e-147	1.003	0.856	0.675	UniRef:UniRef50_A0A7Z9C4K0
SRR35809155_ctg370	cds	1685799	1686569	-	EIDGLC_01743	341.0	6.9e-117	0.980	0.860	0.657	UniRef:UniRef50_E0THV0
SRR35809155_ctg370	cds	1686678	1687946	+	EIDGLC_01744	448.0	4.1e-154	0.991	0.921	0.577	UniRef:UniRef50_A0A3G9G3B5
SRR35809155_ctg370	cds	1688076	1688282	+	EIDGLC_01745	-	-	-	-	-	-
SRR35809155_ctg370	cds	1688341	1689033	+	EIDGLC_01746	258.0	4.4e-85	0.978	0.821	0.573	UniRef:UniRef50_A0A2W5TBP4
SRR35809155_ctg370	cds	1689030	1689377	-	EIDGLC_01747	144.0	5.0e-44	0.991	0.950	0.711	UniRef:UniRef50_A0A1S6EUC1
SRR35809155_ctg370	cds	1691043	1691957	+	EIDGLC_01748	401.0	1.0e-139	0.914	0.906	0.676	UniRef:UniRef50_A0A4P1JW92
SRR35809155_ctg370	cds	1691987	1692448	+	EIDGLC_01749	228.0	3.1e-76	0.987	0.974	0.768	UniRef:UniRef50_A0A1Z3UAK3
SRR35809155_ctg370	cds	1692451	1693416	+	EIDGLC_01750	462.0	1.4e-162	0.963	0.849	0.777	UniRef:UniRef50_D5VNM7
SRR35809155_ctg370	cds	1693377	1693979	-	EIDGLC_01751	208.0	2.0e-66	0.980	0.838	0.566	UniRef:UniRef50_A0A7V3H9M8
SRR35809155_ctg370	cds	1693999	1694244	-	EIDGLC_01752	116.0	5.3e-34	0.963	0.963	0.769	UniRef:UniRef50_A0A519HCV7
SRR35809155_ctg370	cds	1694285	1694821	-	EIDGLC_01753	195.0	3.8e-62	0.961	0.924	0.637	UniRef:UniRef50_A0A0Q7SLJ6
SRR35809155_ctg370	cds	1694824	1695378	-	EIDGLC_01754	-	-	-	-	-	-
SRR35809155_ctg370	cds	1695606	1698521	+	EIDGLC_01755	1083.0	0.0	1.111	1.003	0.523	UniRef:UniRef50_Q9AAA5
SRR35809155_ctg370	cds	1698716	1699282	+	EIDGLC_01756	-	-	-	-	-	-
SRR35809155_ctg370	cds	1699478	1700044	+	EIDGLC_01757	-	-	-	-	-	-
SRR35809155_ctg370	cds	1700123	1701004	+	EIDGLC_01758	-	-	-	-	-	-
SRR35809155_ctg370	cds	1701050	1703752	+	EIDGLC_01759	-	-	-	-	-	-
SRR35809155_ctg370	cds	1703749	1704294	+	EIDGLC_01760	-	-	-	-	-	-
SRR35809155_ctg370	tRNA	1704371	1704495	-	EIDGLC_01761	21.7	-	-	-	-	-
SRR35809155_ctg370	tRNA	1704555	1704631	-	EIDGLC_01762	75.8	-	-	-	-	-
SRR35809155_ctg370	rRNA	1704696	1704810	-	EIDGLC_01763	90.9	4.0e-15	-	-	-	RFAM:RF00001
SRR35809155_ctg370	rRNA	1704893	1707681	-	EIDGLC_01764	2729.0	9.3e-06	-	-	-	RFAM:RF02541
SRR35809155_ctg370	tRNA	1707900	1707975	-	EIDGLC_01765	84.1	-	-	-	-	-
SRR35809155_ctg370	tRNA	1708025	1708102	-	EIDGLC_01766	82.1	-	-	-	-	-
SRR35809155_ctg370	rRNA	1708287	1709749	-	EIDGLC_01767	1553.8	2.8e-47	-	-	-	RFAM:RF00177
SRR35809155_ctg370	cds	1710590	1711018	-	EIDGLC_01768	162.0	5.7e-50	0.986	0.854	0.636	UniRef:UniRef50_W5WFL4
SRR35809155_ctg370	cds	1711066	1711746	-	EIDGLC_01769	323.0	5.4e-111	0.987	0.921	0.713	UniRef:UniRef50_A0A0Q7RI32
SRR35809155_ctg370	cds	1711885	1712313	+	EIDGLC_01770	143.0	5.5e-43	0.937	0.943	0.632	UniRef:UniRef50_A0A2W4SXR1
SRR35809155_ctg370	cds	1712310	1713326	+	EIDGLC_01771	383.0	6.7e-131	0.964	0.876	0.650	UniRef:UniRef50_P27343
SRR35809155_ctg370	cds	1713289	1714509	+	EIDGLC_01772	338.0	2.1e-111	1.012	0.972	0.672	UniRef:UniRef50_A0A7W8HYX1
SRR35809155_ctg370	cds	1714648	1717512	+	EIDGLC_01773	1124.0	0.0	1.010	0.976	0.624	UniRef:UniRef50_A0A1R4GSC2
SRR35809155_ctg370	cds	1717640	1718506	-	EIDGLC_01774	-	-	-	-	-	-
SRR35809155_ctg370	cds	1718649	1719188	+	EIDGLC_01775	-	-	-	-	-	-
SRR35809155_ctg370	cds	1719167	1719712	-	EIDGLC_01776	240.0	7.9e-80	0.950	0.910	0.674	UniRef:UniRef50_A0A0D6JJ15
SRR35809155_ctg370	cds	1720028	1720807	+	EIDGLC_01777	345.0	2.5e-118	1.012	0.834	0.702	UniRef:UniRef50_Q9A525
SRR35809155_ctg370	cds	1720830	1722068	-	EIDGLC_01778	420.0	2.6e-143	0.944	0.870	0.627	UniRef:UniRef50_A0A1D9LJT0
SRR35809155_ctg370	cds	1722241	1722747	+	EIDGLC_01779	183.0	8.2e-58	0.964	0.895	0.586	UniRef:UniRef50_A0A246KC41
SRR35809155_ctg370	cds	1722813	1723376	+	EIDGLC_01780	224.0	1.8e-73	0.957	0.937	0.648	UniRef:UniRef50_A0A7W9A431
SRR35809155_ctg370	cds	1723435	1724340	-	EIDGLC_01781	418.0	4.0e-146	0.977	0.922	0.718	UniRef:UniRef50_D9QLP3
SRR35809155_ctg370	cds	1724430	1724909	-	EIDGLC_01782	177.0	7.8e-56	1.006	0.941	0.569	UniRef:UniRef50_Q1RK72
SRR35809155_ctg370	cds	1725067	1725513	-	EIDGLC_01783	151.0	6.6e-46	0.919	0.883	0.632	UniRef:UniRef50_A0A7W8MGZ9
SRR35809155_ctg370	cds	1725513	1726178	-	EIDGLC_01784	273.0	2.2e-91	1.059	0.987	0.641	UniRef:UniRef50_A0A1V1UXA8
SRR35809155_ctg370	cds	1726255	1729008	-	EIDGLC_01785	1251.0	0.0	1.025	1.0	0.711	UniRef:UniRef50_A0A1I6SG63
SRR35809155_ctg370	cds	1729274	1730110	-	EIDGLC_01786	280.0	2.6e-92	1.112	1.0	0.560	UniRef:UniRef50_P02969
SRR35809155_ctg370	cds	1730244	1730534	-	EIDGLC_01787	127.0	6.1e-38	1.042	1.020	0.730	UniRef:UniRef50_A0A519HGM0
SRR35809155_ctg370	cds	1730631	1731464	-	EIDGLC_01788	369.0	2.5e-127	1.0	0.888	0.834	UniRef:UniRef50_P18914
SRR35809155_ctg370	cds	1731693	1731998	-	EIDGLC_01789	-	-	-	-	-	-
SRR35809155_ctg370	cds	1732063	1732221	+	EIDGLC_01790	-	-	-	-	-	-
SRR35809155_ctg370	cds	1732302	1732685	-	EIDGLC_01791	149.0	1.6e-45	1.079	0.979	0.562	UniRef:UniRef50_U3AWK5
SRR35809155_ctg370	cds	1732682	1732945	-	EIDGLC_01792	92.4	3.1e-24	0.920	0.808	0.613	UniRef:UniRef50_A0A1R1I9V1
SRR35809155_ctg370	cds	1732942	1733106	-	EIDGLC_01793	-	-	-	-	-	-
SRR35809155_ctg370	cds	1733103	1734575	-	EIDGLC_01794	-	-	-	-	-	-
SRR35809155_ctg370	cds	1734868	1735341	-	EIDGLC_01795	196.0	4.1e-63	0.968	0.933	0.664	UniRef:UniRef50_D9QM27
SRR35809155_ctg370	cds	1735379	1736374	+	EIDGLC_01796	407.0	2.5e-141	1.003	1.0	0.642	UniRef:UniRef50_A0A539D195
SRR35809155_ctg370	cds	1736355	1737575	-	EIDGLC_01797	438.0	1.6e-150	1.047	0.970	0.567	UniRef:UniRef50_A0A7U4TMT5
SRR35809155_ctg370	cds	1737572	1738234	-	EIDGLC_01798	279.0	4.1e-94	0.914	0.882	0.687	UniRef:UniRef50_A0A975BYL7
SRR35809155_ctg370	cds	1738231	1738797	-	EIDGLC_01799	209.0	1.6e-67	0.995	0.926	0.636	UniRef:UniRef50_A0A172Y5U4
SRR35809155_ctg370	cds	1738993	1739478	-	EIDGLC_01800	157.0	1.4e-47	0.975	0.908	0.567	UniRef:UniRef50_A0A937E3W9
SRR35809155_ctg370	cds	1739513	1740286	-	EIDGLC_01801	253.0	1.6e-82	0.981	0.958	0.563	UniRef:UniRef50_A0AAJ5D6Y4
SRR35809155_ctg370	cds	1740283	1741422	-	EIDGLC_01802	476.0	1.1e-166	0.960	0.905	0.602	UniRef:UniRef50_A0A519QAG4
SRR35809155_ctg370	cds	1741497	1742474	+	EIDGLC_01803	293.0	1.7e-96	1.012	0.979	0.523	UniRef:UniRef50_D9QM35
SRR35809155_ctg370	cds	1742582	1743379	+	EIDGLC_01804	429.0	5.3e-151	0.996	0.828	0.769	UniRef:UniRef50_F4QPT4
SRR35809155_ctg370	cds	1743383	1743898	+	EIDGLC_01805	171.0	5.6e-53	1.070	0.979	0.519	UniRef:UniRef50_A0AA95F0A9
SRR35809155_ctg370	cds	1743959	1744867	+	EIDGLC_01806	518.0	7.9e-186	1.026	1.0	0.829	UniRef:UniRef50_D9QM38
SRR35809155_ctg370	cds	1744991	1745833	+	EIDGLC_01807	332.0	3.0e-112	0.993	0.835	0.626	UniRef:UniRef50_A0A0Q7DZI5
SRR35809155_ctg370	cds	1746548	1748737	-	EIDGLC_01808	772.0	1.9e-273	1.004	1.094	0.581	UniRef:UniRef50_A0A1Q3J9A0
SRR35809155_ctg370	cds	1748737	1749624	-	EIDGLC_01809	389.0	7.9e-135	0.963	0.919	0.665	UniRef:UniRef50_Q9KD49
SRR35809155_ctg370	cds	1749742	1750479	+	EIDGLC_01810	419.0	2.6e-148	0.992	0.935	0.840	UniRef:UniRef50_D9QKA0
SRR35809155_ctg370	cds	1750654	1751577	-	EIDGLC_01811	348.0	3.2e-118	0.941	0.876	0.602	UniRef:UniRef50_D9QKA1
SRR35809155_ctg370	cds	1751684	1752664	-	EIDGLC_01812	-	-	-	-	-	-
SRR35809155_ctg370	cds	1752877	1753743	-	EIDGLC_01813	323.0	7.3e-109	0.976	0.859	0.619	UniRef:UniRef50_B0T7V9
SRR35809155_ctg370	cds	1753747	1755636	-	EIDGLC_01814	675.0	3.4e-237	0.998	0.987	0.607	UniRef:UniRef50_A0A0Q7R2H8
SRR35809155_ctg370	cds	1755693	1757444	-	EIDGLC_01815	1146.0	0.0	1.110	1.0	0.879	UniRef:UniRef50_A0A0Q6ZGA3
SRR35809155_ctg370	cds	1757528	1758328	+	EIDGLC_01816	295.0	1.4e-98	1.030	0.955	0.580	UniRef:UniRef50_A0A525LBK3
SRR35809155_ctg370	cds	1758488	1760158	+	EIDGLC_01817	593.0	1.1e-206	0.908	0.847	0.608	UniRef:UniRef50_A0A4P1JYM6
SRR35809155_ctg370	cds	1760155	1760268	-	EIDGLC_01818	-	-	-	-	-	-
SRR35809155_ctg370	cds	1760348	1760998	-	EIDGLC_01819	308.0	2.1e-105	0.991	0.930	0.696	UniRef:UniRef50_A0A7Z8Y5M9
SRR35809155_ctg370	cds	1761121	1762419	+	EIDGLC_01820	580.0	1.3e-204	1.005	0.813	0.689	UniRef:UniRef50_A0A2E0T743
SRR35809155_ctg370	cds	1762421	1762756	+	EIDGLC_01821	-	-	-	-	-	-
SRR35809155_ctg370	cds	1762758	1763249	+	EIDGLC_01822	199.0	5.3e-64	0.975	0.837	0.642	UniRef:UniRef50_A0A519QK58
SRR35809155_ctg370	cds	1763373	1763993	+	EIDGLC_01823	166.0	1.1e-49	1.015	0.886	0.536	UniRef:UniRef50_A0A653NSQ7
SRR35809155_ctg370	cds	1764071	1764394	-	EIDGLC_01824	140.0	1.2e-42	1.0	1.0	0.636	UniRef:UniRef50_A0A0Q8MDM2
SRR35809155_ctg370	cds	1764665	1765423	+	EIDGLC_01825	322.0	2.4e-109	0.988	0.850	0.614	UniRef:UniRef50_F2LVM8
SRR35809155_ctg370	cds	1765425	1765661	+	EIDGLC_01826	73.9	3.7e-17	1.026	0.860	0.538	UniRef:UniRef50_A0A0U4E882
SRR35809155_ctg370	cds	1765658	1765789	+	EIDGLC_01827	-	-	-	-	-	-
SRR35809155_ctg370	cds	1765846	1766310	+	EIDGLC_01828	173.0	2.2e-54	1.019	0.981	0.554	UniRef:UniRef50_A0A1I4UFG9
SRR35809155_ctg370	cds	1766334	1767038	+	EIDGLC_01829	356.0	5.1e-124	1.013	0.960	0.772	UniRef:UniRef50_A0A0Q7RIN6
SRR35809155_ctg370	cds	1767072	1767734	+	EIDGLC_01830	255.0	3.5e-84	1.009	0.841	0.550	UniRef:UniRef50_Q9A5F3
SRR35809155_ctg370	cds	1767731	1768768	-	EIDGLC_01831	397.0	2.1e-136	0.988	0.917	0.587	UniRef:UniRef50_A0A1R1I6W1
SRR35809155_ctg370	cds	1768813	1769055	-	EIDGLC_01832	85.9	7.0e-22	0.988	0.888	0.646	UniRef:UniRef50_A0A1I6SH50
SRR35809155_ctg370	cds	1769170	1769973	+	EIDGLC_01833	311.0	4.6e-105	0.974	0.935	0.673	UniRef:UniRef50_D9QFQ3
SRR35809155_ctg370	cds	1769976	1770119	-	EIDGLC_01834	-	-	-	-	-	-
SRR35809155_ctg370	cds	1770233	1772431	+	EIDGLC_01835	1116.0	0.0	0.997	0.999	0.768	UniRef:UniRef50_A0A951YUI7
SRR35809155_ctg370	cds	1772431	1772859	+	EIDGLC_01836	131.0	8.2e-38	1.028	0.880	0.568	UniRef:UniRef50_D9QFP5
SRR35809155_ctg370	cds	1772870	1773718	-	EIDGLC_01837	-	-	-	-	-	-
SRR35809155_ctg370	cds	1773912	1775480	+	EIDGLC_01838	554.0	7.5e-193	0.985	0.963	0.547	UniRef:UniRef50_A0A0N1BPQ3
SRR35809155_ctg370	cds	1775605	1776429	-	EIDGLC_01839	334.0	3.9e-114	1.0	0.968	0.580	UniRef:UniRef50_G5ZZ87
SRR35809155_ctg370	cds	1776426	1776971	-	EIDGLC_01840	176.0	1.9e-54	1.072	0.965	0.557	UniRef:UniRef50_A0A7W6EZP6
SRR35809155_ctg370	ncRNA	1777127	1777287	-	EIDGLC_01841	56.5	5.7e-10	-	-	-	RFAM:RF00013
SRR35809155_ctg370	cds	1777339	1777650	-	EIDGLC_01842	129.0	2.3e-38	1.107	1.0	0.632	UniRef:UniRef50_A0A4Y9RDS1
SRR35809155_ctg370	cds	1777650	1777907	-	EIDGLC_01843	-	-	-	-	-	-
SRR35809155_ctg370	cds	1778006	1780000	+	EIDGLC_01844	774.0	2.7e-273	0.980	0.826	0.625	UniRef:UniRef50_P58333
SRR35809155_ctg370	cds	1780005	1780400	+	EIDGLC_01845	145.0	1.1e-43	0.939	0.837	0.577	UniRef:UniRef50_A0A1Q3PGU2
SRR35809155_ctg370	cds	1780397	1781242	+	EIDGLC_01846	284.0	5.9e-94	0.872	0.828	0.608	UniRef:UniRef50_A0A0N8GK35
SRR35809155_ctg370	cds	1781261	1782454	+	EIDGLC_01847	511.0	6.6e-180	0.997	0.988	0.699	UniRef:UniRef50_B8GRA4
SRR35809155_ctg370	cds	1782451	1783737	-	EIDGLC_01848	432.0	9.7e-148	0.862	0.842	0.618	UniRef:UniRef50_A0A4Y9RXN3
SRR35809155_ctg370	cds	1783793	1784512	-	EIDGLC_01849	226.0	1.5e-72	1.067	1.024	0.588	UniRef:UniRef50_A0A519HMD9
SRR35809155_ctg370	cds	1784605	1785372	+	EIDGLC_01850	264.0	1.0e-86	0.914	0.829	0.588	UniRef:UniRef50_Q5GVZ7
SRR35809155_ctg370	cds	1785369	1786946	+	EIDGLC_01851	650.0	8.9e-231	1.032	1.002	0.699	UniRef:UniRef50_A0A0Q7SA05
SRR35809155_ctg370	cds	1786946	1788265	+	EIDGLC_01852	-	-	-	-	-	-
SRR35809155_ctg370	cds	1788374	1789387	+	EIDGLC_01853	397.0	7.7e-137	1.009	0.997	0.603	UniRef:UniRef50_A0A2T1DU51
SRR35809155_ctg370	cds	1789392	1790588	+	EIDGLC_01854	434.0	5.8e-149	0.990	0.897	0.594	UniRef:UniRef50_P09404
SRR35809155_ctg370	cds	1790651	1791211	+	EIDGLC_01855	253.0	6.5e-85	0.962	0.947	0.687	UniRef:UniRef50_Q9A451
SRR35809155_ctg370	cds	1791208	1793070	+	EIDGLC_01856	-	-	-	-	-	-
SRR35809155_ctg370	cds	1793189	1794274	+	EIDGLC_01857	452.0	4.0e-157	0.964	0.829	0.661	UniRef:UniRef50_Q56815
SRR35809155_ctg370	cds	1794296	1794934	-	EIDGLC_01858	273.0	1.7e-91	0.925	0.817	0.684	UniRef:UniRef50_A0A0Q7EAP0
SRR35809155_ctg370	cds	1795070	1796098	+	EIDGLC_01859	465.0	3.9e-163	0.942	0.859	0.758	UniRef:UniRef50_B0T5C4
SRR35809155_ctg370	cds	1796108	1796413	+	EIDGLC_01860	154.0	2.1e-48	0.950	0.897	0.750	UniRef:UniRef50_A0A7W9E7S2
SRR35809155_ctg370	cds	1796373	1797425	+	EIDGLC_01861	516.0	8.8e-184	0.986	0.989	0.762	UniRef:UniRef50_A0A0Q5VC27
SRR35809155_ctg370	cds	1797631	1798518	+	EIDGLC_01862	370.0	5.0e-127	0.963	0.828	0.683	UniRef:UniRef50_P50507
SRR35809155_ctg370	cds	1798522	1798950	-	EIDGLC_01863	131.0	3.5e-38	0.803	0.832	0.518	UniRef:UniRef50_UPI0026390FF1
SRR35809155_ctg370	cds	1799028	1800062	+	EIDGLC_01864	472.0	7.8e-166	1.0	0.894	0.677	UniRef:UniRef50_A0AAE8NMW3
SRR35809155_ctg370	cds	1800073	1801308	-	EIDGLC_01865	430.0	1.4e-146	1.0	0.830	0.545	UniRef:UniRef50_A0A9E4G7N2
SRR35809155_ctg370	cds	1801397	1802317	+	EIDGLC_01866	542.0	8.6e-195	1.0	0.911	0.873	UniRef:UniRef50_A0A0P0NWM1
SRR35809155_ctg370	cds	1802331	1803137	-	EIDGLC_01867	290.0	1.3e-96	0.970	0.912	0.596	UniRef:UniRef50_A0A0Q5VAY2
SRR35809155_ctg370	cds	1803213	1804508	-	EIDGLC_01868	594.0	7.8e-211	0.998	0.883	0.688	UniRef:UniRef50_Q1GF65
SRR35809155_ctg370	cds	1804591	1805742	-	EIDGLC_01869	440.0	2.9e-152	0.995	0.938	0.559	UniRef:UniRef50_D9QFA1
SRR35809155_ctg370	cds	1805742	1806683	-	EIDGLC_01870	277.0	2.1e-90	1.048	0.991	0.521	UniRef:UniRef50_A0A2X1B3R3
SRR35809155_ctg370	cds	1806809	1810534	-	EIDGLC_01871	1532.0	0.0	1.032	1.002	0.637	UniRef:UniRef50_A0A1V1UZV2
SRR35809155_ctg370	cds	1810535	1810984	-	EIDGLC_01872	147.0	2.7e-44	0.953	0.887	0.500	UniRef:UniRef50_A0A3S4B3T4
SRR35809155_ctg370	cds	1810981	1811634	-	EIDGLC_01873	318.0	4.4e-109	1.0	0.841	0.728	UniRef:UniRef50_A0A2D2AVU6
SRR35809155_ctg370	cds	1811631	1812266	-	EIDGLC_01874	271.0	2.0e-91	0.981	0.967	0.681	UniRef:UniRef50_I3TN17
SRR35809155_ctg370	cds	1812378	1812863	+	EIDGLC_01875	256.0	1.2e-86	0.994	0.870	0.756	UniRef:UniRef50_A0A0Q5UXS4
SRR35809155_ctg370	cds	1812884	1813414	-	EIDGLC_01876	196.0	1.6e-62	1.006	0.917	0.672	UniRef:UniRef50_V4P2L0
SRR35809155_ctg370	cds	1813407	1813562	-	EIDGLC_01877	73.2	1.1e-17	1.0	0.823	0.647	UniRef:UniRef50_A0A4Y9RKW8
SRR35809155_ctg370	cds	1813580	1813873	-	EIDGLC_01878	119.0	9.0e-35	0.990	0.906	0.760	UniRef:UniRef50_A0A0H3CAW9
SRR35809155_ctg370	cds	1813873	1814283	-	EIDGLC_01879	149.0	3.1e-45	0.985	0.887	0.590	UniRef:UniRef50_A0A0M9GNU2
SRR35809155_ctg370	cds	1814280	1814693	-	EIDGLC_01880	156.0	3.3e-48	1.007	0.965	0.616	UniRef:UniRef50_D9QF88
SRR35809155_ctg370	cds	1814690	1814983	-	EIDGLC_01881	115.0	3.5e-33	1.010	0.875	0.643	UniRef:UniRef50_A0A7X5YKN7
SRR35809155_ctg370	cds	1814980	1815246	-	EIDGLC_01882	118.0	1.2e-34	1.0	0.957	0.705	UniRef:UniRef50_A0A172Y2Z5
SRR35809155_ctg370	cds	1815317	1816546	-	EIDGLC_01883	426.0	3.4e-145	0.978	0.837	0.580	UniRef:UniRef50_A0A376AJL5
SRR35809155_ctg370	cds	1816630	1817421	+	EIDGLC_01884	296.0	4.3e-99	1.011	0.866	0.605	UniRef:UniRef50_A0A539D2J8
SRR35809155_ctg370	cds	1817402	1817863	-	EIDGLC_01885	122.0	2.8e-34	0.928	0.979	0.507	UniRef:UniRef50_A0A0Q5UWX7
SRR35809155_ctg370	cds	1817860	1818087	-	EIDGLC_01886	109.0	2.3e-31	1.0	0.926	0.813	UniRef:UniRef50_A0A937JEW1
SRR35809155_ctg370	cds	1818087	1819247	-	EIDGLC_01887	563.0	6.1e-200	1.010	0.841	0.710	UniRef:UniRef50_A0A7Z9C8I9
SRR35809155_ctg370	cds	1819453	1821879	-	EIDGLC_01888	-	-	-	-	-	-
SRR35809155_ctg370	cds	1821914	1822384	-	EIDGLC_01889	164.0	2.2e-50	0.962	0.872	0.500	UniRef:UniRef50_Q9KT47
