#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
SRR35809155_ctg370	1765658	1765789	+	EIDGLC_01827	4.5	6.5		
SRR35809155_ctg370	1768813	1769055	-	EIDGLC_01832	8.5	4.1		SO:0001217, UniRef:UniRef50_A0A1I6SH50
SRR35809155_ctg370	1769976	1770119	-	EIDGLC_01834	4.8	4.1		
SRR35809155_ctg370	1772870	1773718	-	EIDGLC_01837	29.4	5.0	PF13650.11|Asp_protease_2	PFAM:PF13650.11
SRR35809155_ctg370	1777650	1777907	-	EIDGLC_01843	9.2	4.8		
SRR35809155_ctg370	1786946	1788265	+	EIDGLC_01852	45.9	5.3		
SRR35809155_ctg370	1791208	1793070	+	EIDGLC_01856	66.8	4.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF01590.32|GAF, PF02518.31|HATPase_c, PF13185.12|GAF_2	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF01590.32, PFAM:PF02518.31, PFAM:PF13185.12
SRR35809155_ctg370	1816630	1817421	+	EIDGLC_01884	28.5	4.9		SO:0001217, UniRef:UniRef50_A0A539D2J8
SRR35809155_ctg370	1819453	1821879	-	EIDGLC_01888	87.2	4.9	PF00072.30|Response_reg, PF00512.31|HisKA, PF00989.32|PAS, PF01590.32|GAF, PF02518.31|HATPase_c, PF08447.18|PAS_3, PF08448.16|PAS_4, PF13426.13|PAS_9	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF00989.32, PFAM:PF01590.32, PFAM:PF02518.31, PFAM:PF08447.18, PFAM:PF08448.16, PFAM:PF13426.13
SRR35809155_ctg370	1828724	1829596	+	EIDGLC_01895	30.1	9.7		
SRR35809155_ctg370	1832662	1833138	-	EIDGLC_01899	16.7	4.9		
SRR35809155_ctg370	1840357	1841025	-	EIDGLC_01908	23.1	6.9		
SRR35809155_ctg370	1841096	1841740	+	EIDGLC_01909	24.1	9.3	PF00440.29|TetR_N	PFAM:PF00440.29
SRR35809155_ctg370	1846178	1846693	+	EIDGLC_01914	18.5	5.0	PF13302.13|Acetyltransf_3	PFAM:PF13302.13
SRR35809155_ctg370	1846751	1846990	+	EIDGLC_01915	8.4	5.4		
SRR35809155_ctg370	1848788	1849174	-	EIDGLC_01919	13.9	5.4		SO:0001217, UniRef:UniRef50_A0A519HJL5
SRR35809155_ctg370	1850058	1850336	-	EIDGLC_01921	10.0	6.9		
SRR35809155_ctg370	1850369	1851211	-	EIDGLC_01922	29.1	5.2		
SRR35809155_ctg370	1852982	1853224	+	EIDGLC_01925	7.9	5.0		
SRR35809155_ctg370	1853221	1853454	-	EIDGLC_01926	8.1	5.1		
SRR35809155_ctg370	1855279	1855662	-	EIDGLC_01929	13.3	8.7	PF00903.31|Glyoxalase, PF18029.7|Glyoxalase_6	PFAM:PF00903.31, PFAM:PF18029.7
SRR35809155_ctg370	1863334	1864023	+	EIDGLC_01939	24.6	9.3		SO:0001217, UniRef:UniRef50_A0A953HPE4
SRR35809155_ctg370	1869008	1869724	-	EIDGLC_01944	26.2	5.1		
SRR35809155_ctg370	1889124	1889483	+	EIDGLC_01958	12.6	10.2		
SRR35809155_ctg370	1896479	1897447	-	EIDGLC_01965	34.2	4.9		
SRR35809155_ctg370	1898334	1898549	+	EIDGLC_01967	7.8	12.0		
SRR35809155_ctg370	1900141	1900443	-	EIDGLC_01970	9.1	4.6		
SRR35809155_ctg370	1908937	1909299	-	EIDGLC_01977	13.7	10.1		
SRR35809155_ctg370	1909462	1909644	-	EIDGLC_01978	5.4	9.2		
SRR35809155_ctg370	1910197	1911183	+	EIDGLC_01979	33.9	9.3		
SRR35809155_ctg370	1914935	1915048	-	EIDGLC_01985	4.1	10.9		
SRR35809155_ctg370	1936119	1937651	+	EIDGLC_02004	55.5	10.2	PF00270.35|DEAD, PF00271.37|Helicase_C	PFAM:PF00270.35, PFAM:PF00271.37
SRR35809155_ctg370	1937823	1938224	+	EIDGLC_02005	13.9	4.7		
SRR35809155_ctg370	1941448	1942044	+	EIDGLC_02010	22.1	8.4		SO:0001217, UniRef:UniRef50_A0A519HQZ8
SRR35809155_ctg370	1944329	1945189	-	EIDGLC_02013	30.1	10.3		SO:0001217, UniRef:UniRef50_A0AAQ1J440
SRR35809155_ctg370	1945726	1946106	+	EIDGLC_02015	13.9	4.9		SO:0001217, UniRef:UniRef50_D9QF22
SRR35809155_ctg370	1947723	1947857	-	EIDGLC_02017	4.6	6.1		
SRR35809155_ctg370	1949708	1951216	+	EIDGLC_02019	55.7	6.2	PF14559.12|TPR_19	PFAM:PF14559.12
SRR35809155_ctg370	1956852	1957169	-	EIDGLC_02026	11.3	4.4		SO:0001217, UniRef:UniRef50_A0A494RFK5
SRR35809155_ctg370	1957321	1957704	-	EIDGLC_02027	13.6	5.1		
SRR35809155_ctg370	1961526	1962026	-	EIDGLC_02030	18.1	4.8		
SRR35809155_ctg370	1964065	1964484	-	EIDGLC_02033	15.0	5.3	PF00903.31|Glyoxalase, PF18029.7|Glyoxalase_6	PFAM:PF00903.31, PFAM:PF18029.7
SRR35809155_ctg370	1968434	1969066	-	EIDGLC_02037	21.7	7.9		
SRR35809155_ctg370	1970610	1970768	+	EIDGLC_02039	5.8	4.6		
SRR35809155_ctg370	1974976	1975107	-	EIDGLC_02043	5.4	11.5		
SRR35809155_ctg370	1996656	1997444	+	EIDGLC_02060	30.6	9.9	PF00535.33|Glycos_transf_2	PFAM:PF00535.33
SRR35809155_ctg370	1997441	1998541	+	EIDGLC_02061	41.9	8.1	PF04055.27|Radical_SAM	PFAM:PF04055.27
SRR35809155_ctg370	2000529	2001920	-	EIDGLC_02063	49.7	9.7		
SRR35809155_ctg370	2006570	2007838	-	EIDGLC_02069	46.7	9.9	PF02397.22|Bac_transf	PFAM:PF02397.22
SRR35809155_ctg370	2012760	2013476	+	EIDGLC_02074	26.2	6.1	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13489.12|Methyltransf_23, PF13649.12|Methyltransf_25	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12
SRR35809155_ctg370	2013470	2014333	+	EIDGLC_02075	32.0	8.8	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
SRR35809155_ctg370	2017696	2018604	-	EIDGLC_02079	33.4	7.8		
SRR35809155_ctg370	2018601	2019404	-	EIDGLC_02080	29.4	9.3	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
SRR35809155_ctg370	2019498	2020736	+	EIDGLC_02081	43.9	9.5		
SRR35809155_ctg370	2020733	2021614	-	EIDGLC_02082	32.7	6.3	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13489.12|Methyltransf_23, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12, PFAM:PF13847.12
SRR35809155_ctg370	2021598	2022821	-	EIDGLC_02083	42.4	9.6		
SRR35809155_ctg370	2025836	2027020	+	EIDGLC_02085	43.3	6.4		
SRR35809155_ctg370	2027155	2027382	+	EIDGLC_02086	7.2	4.3		
SRR35809155_ctg370	2070165	2070980	+	EIDGLC_02115	28.9	4.7		
SRR35809155_ctg370	2071852	2072391	+	EIDGLC_02117	18.9	5.4		
SRR35809155_ctg370	2088423	2089337	+	EIDGLC_02138	31.7	4.8		
SRR35809155_ctg370	2099769	2099954	+	EIDGLC_02147	6.4	4.4		
SRR35809155_ctg370	2111967	2112227	+	EIDGLC_02160	8.5	4.1		
SRR35809155_ctg370	2117639	2117914	-	EIDGLC_02168	9.7	10.8		
SRR35809155_ctg370	2127946	2128383	-	EIDGLC_02178	16.1	5.2	PF04940.18|BLUF	PFAM:PF04940.18
SRR35809155_ctg370	2129469	2132897	+	EIDGLC_02180	117.2	4.4	PF00089.32|Trypsin, PF03797.25|Autotransporter	PFAM:PF00089.32, PFAM:PF03797.25
SRR35809155_ctg370	2135108	2135779	+	EIDGLC_02182	25.1	6.1		
SRR35809155_ctg370	2135817	2136962	+	EIDGLC_02183	42.6	6.4	PF01381.28|HTH_3, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF13443.12, PFAM:PF13560.12
SRR35809155_ctg370	2139578	2139817	+	EIDGLC_02187	7.8	11.3		
SRR35809155_ctg370	2140154	2140609	+	EIDGLC_02188	16.8	10.6		
SRR35809155_ctg370	2143708	2144487	-	EIDGLC_02192	28.1	9.6	PF04397.21|LytTR	PFAM:PF04397.21
SRR35809155_ctg370	2147719	2149230	+	EIDGLC_02195	52.7	9.6		
SRR35809155_ctg370	2150598	2151104	+	EIDGLC_02197	17.4	5.0		
SRR35809155_ctg370	2151101	2151691	+	EIDGLC_02198	20.7	8.8		SO:0001217, UniRef:UniRef50_A0A0Q7E571
SRR35809155_ctg370	2157517	2157909	+	EIDGLC_02202	13.6	6.3		
SRR35809155_ctg370	2157915	2158238	+	EIDGLC_02203	11.2	4.8		
SRR35809155_ctg370	2176291	2176494	-	EIDGLC_02224	6.7	10.7		
SRR35809155_ctg370	2176482	2177585	-	EIDGLC_02225	38.9	10.5		
SRR35809155_ctg370	2182290	2182520	+	EIDGLC_02230	7.7	7.7		
SRR35809155_ctg370	2190397	2191014	+	EIDGLC_02237	22.6	5.4	PF05233.18|PHB_acc, PF07879.16|PHB_acc_N	PFAM:PF05233.18, PFAM:PF07879.16
SRR35809155_ctg370	2191016	2191369	+	EIDGLC_02238	12.1	6.3		SO:0001217, UniRef:UniRef50_D9QFM1
SRR35809155_ctg370	2196150	2196239	+	EIDGLC_02243	3.3	8.0		
SRR35809155_ctg370	2197729	2198025	+	EIDGLC_02245	10.7	5.1		SO:0001217, UniRef:UniRef50_A0A0Q7SMU6
SRR35809155_ctg370	2208613	2209059	-	EIDGLC_02253	15.4	4.9		
SRR35809155_ctg370	2209062	2209676	-	EIDGLC_02254	22.2	4.6		
SRR35809155_ctg370	2214396	2215376	+	EIDGLC_02259	34.4	4.9		
SRR35809155_ctg370	2218829	2220313	+	EIDGLC_02263	51.9	5.2		
SRR35809155_ctg370	2226771	2227253	+	EIDGLC_02271	17.1	5.0		
SRR35809155_ctg370	2228919	2229692	+	EIDGLC_02274	27.5	4.9	PF03544.19|TonB_C	PFAM:PF03544.19
SRR35809155_ctg370	2254834	2255550	+	EIDGLC_02298	25.2	7.8		
SRR35809155_ctg370	2256230	2257069	-	EIDGLC_02300	29.6	11.1	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
SRR35809155_ctg370	2257548	2258858	+	EIDGLC_02302	46.5	6.4	PF00144.29|Beta-lactamase	PFAM:PF00144.29
SRR35809155_ctg370	2266970	2267326	+	EIDGLC_02305	12.6	9.0		
SRR35809155_ctg370	2267592	2267873	+	EIDGLC_02307	10.3	10.4		
SRR35809155_ctg370	2277216	2277398	-	EIDGLC_02315	6.1	10.1		
SRR35809155_ctg370	2279093	2279296	+	EIDGLC_02319	7.3	5.8		
SRR35809155_ctg370	2279394	2279663	+	EIDGLC_02320	10.0	4.6	PF21834.1|DUF6894	PFAM:PF21834.1
SRR35809155_ctg370	2284494	2284766	+	EIDGLC_02328	9.8	11.4		
SRR35809155_ctg370	2285414	2285641	+	EIDGLC_02330	8.1	6.2		SO:0001217, UniRef:UniRef50_D9QMK0
SRR35809155_ctg370	2285721	2286398	+	EIDGLC_02331	24.5	5.5		
SRR35809155_ctg370	2290139	2290588	+	EIDGLC_02336	16.2	5.9		
SRR35809155_ctg370	2293559	2294044	-	EIDGLC_02338	16.7	8.8		
SRR35809155_ctg370	2294630	2295754	+	EIDGLC_02339	42.2	6.1		
SRR35809155_ctg370	2295751	2296848	+	EIDGLC_02340	40.6	5.4	PF00805.28|Pentapeptide, PF13041.12|PPR_2	PFAM:PF00805.28, PFAM:PF13041.12
SRR35809155_ctg370	2296868	2297056	-	EIDGLC_02341	6.4	5.1		
SRR35809155_ctg370	2297433	2298050	+	EIDGLC_02342	24.3	10.4		
SRR35809155_ctg370	2300693	2303440	+	EIDGLC_02346	97.0	5.5	PF00023.36|Ank, PF12796.13|Ank_2, PF13606.12|Ank_3, PF13637.12|Ank_4, PF13857.12|Ank_5	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
SRR35809155_ctg370	2304077	2304361	-	EIDGLC_02348	10.2	6.1		
SRR35809155_ctg370	2304679	2304891	+	EIDGLC_02349	7.5	4.2		
SRR35809155_ctg370	2310387	2310569	-	EIDGLC_02355	6.4	4.9		
SRR35809155_ctg370	2311786	2311953	-	EIDGLC_02357	6.0	7.9		
SRR35809155_ctg370	2312410	2312598	-	EIDGLC_02359	6.9	9.1		
SRR35809155_ctg370	2321609	2321773	+	EIDGLC_02368	5.8	12.0		
SRR35809155_ctg370	2323689	2324030	-	EIDGLC_02371	11.5	6.6		
SRR35809155_ctg370	2327435	2328028	+	EIDGLC_02375	19.0	4.3		
SRR35809155_ctg370	2331104	2331475	+	EIDGLC_02377	13.5	4.5		
SRR35809155_ctg370	2335439	2336266	-	EIDGLC_02383	29.6	6.1	PF08241.18|Methyltransf_11	PFAM:PF08241.18
SRR35809155_ctg370	2337066	2338349	-	EIDGLC_02385	44.6	5.7	PF00805.28|Pentapeptide, PF13576.12|Pentapeptide_3, PF13599.12|Pentapeptide_4	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12
SRR35809155_ctg370	2340052	2341551	+	EIDGLC_02388	54.3	5.3	PF00408.26|PGM_PMM_IV, PF02878.22|PGM_PMM_I, PF02879.22|PGM_PMM_II, PF02880.22|PGM_PMM_III	PFAM:PF00408.26, PFAM:PF02878.22, PFAM:PF02879.22, PFAM:PF02880.22
SRR35809155_ctg370	2342338	2343795	-	EIDGLC_02390	51.1	9.5	PF00512.31|HisKA, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF02518.31
SRR35809155_ctg370	2357305	2357715	+	EIDGLC_02402	14.2	5.7	PF00036.39|EF-hand_1, PF13202.12|EF-hand_5, PF13405.12|EF-hand_6, PF13499.12|EF-hand_7	PFAM:PF00036.39, PFAM:PF13202.12, PFAM:PF13405.12, PFAM:PF13499.12
SRR35809155_ctg370	2358480	2359457	+	EIDGLC_02404	35.1	9.0	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
SRR35809155_ctg370	2366783	2368234	+	EIDGLC_02414	52.1	5.5	PF02518.31|HATPase_c, PF07730.19|HisKA_3, PF08447.18|PAS_3	PFAM:PF02518.31, PFAM:PF07730.19, PFAM:PF08447.18
SRR35809155_ctg370	2378414	2378839	+	EIDGLC_02426	14.1	9.2		
SRR35809155_ctg370	2378836	2379453	-	EIDGLC_02427	22.2	5.9		
SRR35809155_ctg370	2388418	2388747	-	EIDGLC_02441	11.8	4.9		
SRR35809155_ctg370	2388744	2389172	-	EIDGLC_02442	16.1	10.0		
SRR35809155_ctg370	2389180	2389545	-	EIDGLC_02443	12.5	6.2		
SRR35809155_ctg370	2389560	2390036	-	EIDGLC_02444	17.1	9.9	PF00196.25|GerE, PF04967.18|HTH_10, PF08281.18|Sigma70_r4_2	PFAM:PF00196.25, PFAM:PF04967.18, PFAM:PF08281.18
SRR35809155_ctg370	2390292	2390534	+	EIDGLC_02445	8.6	4.4		SO:0001217, UniRef:UniRef50_A0A0Q7T7K6
SRR35809155_ctg370	2391965	2392750	+	EIDGLC_02448	26.8	11.2		
SRR35809155_ctg370	2400044	2400310	-	EIDGLC_02455	7.8	4.1		
SRR35809155_ctg370	2417515	2417958	-	EIDGLC_02470	15.7	4.2	PF07007.17|LprI	PFAM:PF07007.17
SRR35809155_ctg370	2418951	2419094	+	EIDGLC_02473	5.2	10.9		
SRR35809155_ctg370	2425845	2426540	+	EIDGLC_02480	23.7	9.7		
SRR35809155_ctg370	2430852	2431004	+	EIDGLC_02485	5.5	9.5		
SRR35809155_ctg370	2431001	2432170	-	EIDGLC_02486	39.9	6.5		
SRR35809155_ctg370	2438146	2440743	+	EIDGLC_02491	90.4	5.4	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF12860.13|PAS_7	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF12860.13
SRR35809155_ctg370	2442078	2442758	-	EIDGLC_02493	23.2	6.2		
SRR35809155_ctg370	2443007	2443291	-	EIDGLC_02494	10.0	4.3		
SRR35809155_ctg370	2443835	2445370	-	EIDGLC_02495	57.2	6.0		
SRR35809155_ctg370	2445624	2445827	-	EIDGLC_02496	7.6	9.9		
SRR35809155_ctg370	2448615	2449064	+	EIDGLC_02499	17.3	9.6		
SRR35809155_ctg370	2453464	2454456	+	EIDGLC_02503	36.4	5.9		
SRR35809155_ctg370	2465975	2466274	-	EIDGLC_02516	10.7	4.9		
SRR35809155_ctg370	2469012	2469320	+	EIDGLC_02520	11.4	12.0		
SRR35809155_ctg370	2470114	2471235	+	EIDGLC_02523	42.5	6.8		SO:0001217, UniRef:UniRef50_D9QHS3
SRR35809155_ctg370	2472837	2473760	+	EIDGLC_02525	32.3	9.8	PF13650.11|Asp_protease_2, PF13975.11|gag-asp_proteas	PFAM:PF13650.11, PFAM:PF13975.11
SRR35809155_ctg370	2473804	2474544	+	EIDGLC_02526	25.5	6.1	PF01979.26|Amidohydro_1	PFAM:PF01979.26
SRR35809155_ctg370	2474622	2475128	+	EIDGLC_02527	18.1	4.8	PF01979.26|Amidohydro_1, PF07969.17|Amidohydro_3	PFAM:PF01979.26, PFAM:PF07969.17
SRR35809155_ctg370	2476210	2476584	+	EIDGLC_02529	12.8	11.8		
SRR35809155_ctg370	2480540	2481166	-	EIDGLC_02537	22.8	9.0	PF00486.34|Trans_reg_C	PFAM:PF00486.34
SRR35809155_ctg370	2482789	2483733	-	EIDGLC_02541	30.8	6.4		
SRR35809155_ctg370	2483820	2484596	-	EIDGLC_02542	28.2	8.7	PF01061.29|ABC2_membrane	PFAM:PF01061.29
SRR35809155_ctg370	2488116	2488748	-	EIDGLC_02546	21.2	9.9		
SRR35809155_ctg370	2492372	2492701	-	EIDGLC_02550	11.7	11.1	PF07238.19|PilZ	PFAM:PF07238.19
SRR35809155_ctg370	2500722	2501090	-	EIDGLC_02562	13.2	5.8		
SRR35809155_ctg370	2508122	2508496	+	EIDGLC_02568	13.2	5.5		
SRR35809155_ctg370	2510236	2510871	+	EIDGLC_02570	22.5	5.0		
SRR35809155_ctg370	2511590	2511967	+	EIDGLC_02572	12.6	6.1	PF12200.13|DUF3597	PFAM:PF12200.13
SRR35809155_ctg370	2517182	2517397	-	EIDGLC_02579	8.0	6.0		
SRR35809155_ctg370	2525355	2526128	-	EIDGLC_02588	28.4	5.8		
SRR35809155_ctg370	2528215	2528775	-	EIDGLC_02592	19.9	9.1	PF05257.22|CHAP	PFAM:PF05257.22
SRR35809155_ctg370	2530107	2530427	+	EIDGLC_02594	11.6	10.4		
SRR35809155_ctg370	2530429	2530782	-	EIDGLC_02595	12.1	4.2		
SRR35809155_ctg370	2533871	2534218	-	EIDGLC_02600	12.9	6.7	PF01638.23|HxlR	PFAM:PF01638.23
SRR35809155_ctg370	2536007	2536594	-	EIDGLC_02603	20.6	7.8	PF13532.12|2OG-FeII_Oxy_2	PFAM:PF13532.12
SRR35809155_ctg370	2544194	2544622	-	EIDGLC_02611	15.5	5.8	PF13650.11|Asp_protease_2, PF13975.11|gag-asp_proteas	PFAM:PF13650.11, PFAM:PF13975.11
SRR35809155_ctg370	2544680	2544916	-	EIDGLC_02612	8.6	4.9		
SRR35809155_ctg370	2564187	2564390	+	EIDGLC_02631	7.5	5.3		
SRR35809155_ctg370	2605749	2606222	-	EIDGLC_02674	15.9	5.6	PF07452.17|CHRD	PFAM:PF07452.17
SRR35809155_ctg370	2608957	2609436	-	EIDGLC_02679	16.3	8.5		
SRR35809155_ctg370	2610243	2610689	-	EIDGLC_02681	14.9	4.5		
SRR35809155_ctg370	2624688	2626283	-	EIDGLC_02696	56.1	9.8		
SRR35809155_ctg370	2641453	2641908	+	EIDGLC_02706	14.8	4.4		
SRR35809155_ctg370	2672298	2672777	+	EIDGLC_02732	16.5	9.9		
SRR35809155_ctg370	2676499	2676615	-	EIDGLC_02738	4.0	6.5		
SRR35809155_ctg370	2695628	2696251	-	EIDGLC_02753	21.8	10.1	PF01047.28|MarR, PF09339.16|HTH_IclR, PF13412.12|HTH_24, PF13463.12|HTH_27	PFAM:PF01047.28, PFAM:PF09339.16, PFAM:PF13412.12, PFAM:PF13463.12
SRR35809155_ctg370	2709135	2709359	-	EIDGLC_02766	7.7	8.5		
SRR35809155_ctg370	2709957	2710115	-	EIDGLC_02768	5.6	6.0		
SRR35809155_ctg370	2720293	2721417	-	EIDGLC_02781	41.5	9.4	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
SRR35809155_ctg370	2721639	2723066	+	EIDGLC_02782	48.9	6.3		
SRR35809155_ctg370	2748553	2749110	+	EIDGLC_02809	20.0	5.5		
SRR35809155_ctg370	2752147	2752623	+	EIDGLC_02812	17.2	6.7	PF01037.27|AsnC_trans_reg, PF13404.12|HTH_AsnC-type, PF13412.12|HTH_24	PFAM:PF01037.27, PFAM:PF13404.12, PFAM:PF13412.12
SRR35809155_ctg370	2765248	2765700	+	EIDGLC_02827	16.0	6.1		
SRR35809155_ctg370	2770066	2770815	+	EIDGLC_02834	25.7	4.7	PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13649.12|Methyltransf_25	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13649.12
SRR35809155_ctg370	2774466	2775011	+	EIDGLC_02839	18.2	6.7		
SRR35809155_ctg370	2775471	2775719	+	EIDGLC_02841	8.6	5.8		
SRR35809155_ctg370	2775767	2775868	+	EIDGLC_02842	3.4	5.5		
SRR35809155_ctg370	2776717	2777205	+	EIDGLC_02843	16.7	9.0		
SRR35809155_ctg370	2777253	2777738	+	EIDGLC_02844	17.9	6.7		
SRR35809155_ctg370	2780468	2780968	+	EIDGLC_02848	17.2	9.4		
SRR35809155_ctg370	2784155	2787160	+	EIDGLC_02852	105.2	9.0	PF00009.33|GTP_EFTU, PF03144.31|GTP_EFTU_D2, PF04760.21|IF2_N, PF11987.13|IF-2, PF22042.2|EF-G_D2	PFAM:PF00009.33, PFAM:PF03144.31, PFAM:PF04760.21, PFAM:PF11987.13, PFAM:PF22042.2
SRR35809155_ctg370	2787812	2788480	+	EIDGLC_02854	23.6	9.9		SO:0001217, UniRef:UniRef50_A0A519KV61
SRR35809155_ctg370	2789373	2789684	+	EIDGLC_02856	10.3	6.0		
SRR35809155_ctg370	2794337	2795473	+	EIDGLC_02861	42.2	8.0		
SRR35809155_ctg370	2795660	2796589	-	EIDGLC_02862	34.3	6.1	PF18863.6|AbiJ_NTD4, PF22809.1|DUF7014	PFAM:PF18863.6, PFAM:PF22809.1
SRR35809155_ctg370	2803164	2803577	-	EIDGLC_02866	14.8	8.0		
SRR35809155_ctg370	2805769	2806416	-	EIDGLC_02869	23.4	9.6		
SRR35809155_ctg370	2806498	2807454	-	EIDGLC_02870	35.9	6.0		
SRR35809155_ctg370	2809950	2810354	-	EIDGLC_02873	14.0	5.3		
SRR35809155_ctg370	2811601	2812227	+	EIDGLC_02875	21.6	4.8	PF00072.30|Response_reg	PFAM:PF00072.30
SRR35809155_ctg370	2813190	2813567	+	EIDGLC_02877	13.4	6.2		
SRR35809155_ctg370	2815463	2816542	-	EIDGLC_02880	37.7	5.0	PF13413.12|HTH_25	PFAM:PF13413.12
SRR35809155_ctg370	2821291	2821509	+	EIDGLC_02884	7.9	5.5		
SRR35809155_ctg370	2822807	2823238	-	EIDGLC_02887	15.9	6.1		
SRR35809155_ctg370	2833543	2834421	-	EIDGLC_02898	31.7	5.7		
SRR35809155_ctg370	2834591	2835499	+	EIDGLC_02899	32.2	5.0	PF00561.26|Abhydrolase_1, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12697.13
SRR35809155_ctg370	2838056	2838538	-	EIDGLC_02902	16.6	6.0		
SRR35809155_ctg370	2851799	2852149	-	EIDGLC_02918	12.7	10.1		
SRR35809155_ctg370	2853572	2853772	+	EIDGLC_02920	7.4	12.0		
SRR35809155_ctg370	2860036	2861007	-	EIDGLC_02928	34.7	4.9	PF03781.22|FGE-sulfatase	PFAM:PF03781.22
SRR35809155_ctg370	2863395	2863886	-	EIDGLC_02931	18.1	7.1		
SRR35809155_ctg370	2864944	2867700	+	EIDGLC_02934	98.2	5.1	PF08238.18|Sel1, PF22905.2|Hydro_N_hd	PFAM:PF08238.18, PFAM:PF22905.2
SRR35809155_ctg370	2869647	2870405	+	EIDGLC_02937	26.6	6.0	PF20303.3|YLATT	PFAM:PF20303.3
SRR35809155_ctg370	2885820	2886056	-	EIDGLC_02952	8.0	9.0		
SRR35809155_ctg370	2888117	2888407	-	EIDGLC_02955	9.6	4.1		
SRR35809155_ctg370	2895257	2895748	+	EIDGLC_02965	17.6	5.2	PF15919.11|HicB_lk_antitox	PFAM:PF15919.11
SRR35809155_ctg370	2895745	2896059	+	EIDGLC_02966	11.2	4.1		
SRR35809155_ctg370	2896115	2896453	-	EIDGLC_02967	11.7	6.1		
SRR35809155_ctg370	2896450	2896614	-	EIDGLC_02968	5.7	10.6	PF03869.20|Arc	PFAM:PF03869.20
SRR35809155_ctg370	2896650	2897012	+	EIDGLC_02969	14.1	5.1	PF03869.20|Arc	PFAM:PF03869.20
SRR35809155_ctg370	2897969	2898520	+	EIDGLC_02971	20.3	5.8		
SRR35809155_ctg370	2898651	2898965	-	EIDGLC_02972	11.3	5.8		
SRR35809155_ctg370	2899963	2900361	-	EIDGLC_02974	13.6	5.0		
SRR35809155_ctg370	2900839	2901195	-	EIDGLC_02976	12.6	11.4		
SRR35809155_ctg370	2901248	2901607	-	EIDGLC_02977	12.5	5.7		
SRR35809155_ctg370	2901604	2902113	-	EIDGLC_02978	18.9	4.8		
SRR35809155_ctg370	2902110	2908382	-	EIDGLC_02979	222.7	5.1	PF24801.1|FNIII-A_GpJ	PFAM:PF24801.1
SRR35809155_ctg370	2908861	2909331	-	EIDGLC_02981	16.9	4.4		
SRR35809155_ctg370	2909333	2910241	-	EIDGLC_02982	31.6	6.1		
SRR35809155_ctg370	2910244	2912820	-	EIDGLC_02983	90.6	5.1		
SRR35809155_ctg370	2912825	2913676	-	EIDGLC_02984	30.3	5.1		
SRR35809155_ctg370	2913673	2914662	-	EIDGLC_02985	34.8	5.5		
SRR35809155_ctg370	2914689	2914997	-	EIDGLC_02986	10.8	5.9		
SRR35809155_ctg370	2915013	2915513	-	EIDGLC_02987	17.5	4.4		
SRR35809155_ctg370	2915510	2916367	-	EIDGLC_02988	30.6	10.3		SO:0001217, UniRef:UniRef50_A0A168N2P8
SRR35809155_ctg370	2916367	2916708	-	EIDGLC_02989	11.9	4.3	PF05354.17|Phage_attach	PFAM:PF05354.17
SRR35809155_ctg370	2916742	2917071	-	EIDGLC_02990	10.8	5.7		
SRR35809155_ctg370	2917143	2919188	-	EIDGLC_02991	72.1	5.2		
SRR35809155_ctg370	2919193	2920941	-	EIDGLC_02992	63.2	5.7		
SRR35809155_ctg370	2920938	2921150	-	EIDGLC_02993	7.8	11.1		
