ID	taxid	taxid2	length	name	nuctype	Htaxid	Hname	Vfamily	Hgroup	hosttype	seq_ids	<i>S</i><sub>G</sub> to Lepyrophagus	<i>S</i><sub>G</sub> to Eremotheras	<i>S</i><sub>G</sub> to Ammolykos	order
NC_051690	2652404	2652404-1	54857	Mycobacterium phage Nitzel	dsDNA	1772	Mycolicibacterium smegmatis	-	Actinomycetota	Prokaryote	NC_051690	0.0	0.0	0.0038	1447
NC_051699	2500793	2500793-1	58666	Mycobacterium phage Poenanya	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051699	0.0	0.0013	0.0046	1448
NC_026596	1527580	1527580-1	57052	Mycobacterium phage Inventum	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_026596	0.0	0.0	0.0034	1449
NC_041855	2927992	2927992-1	58866	Mycobacterium phage Dorothy	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_041855	0.0032	0.0063	0.0059	1450
NC_051704	2027900	2027900-1	57789	Mycobacterium phage RitaG	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051704	0.0	0.0	0.0034	1451
NC_051700	2584498	2584498-1	58758	Mycobacterium phage Polka14	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051700	0.0042	0.0	0.0070	1452
NC_051654	1913118	1913118-1	57155	Mycobacterium phage Empress	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051654	0.0022	0.0014	0.0	1453
NC_051693	2079284	2079284-1	57159	Mycobacterium phage OldBen	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051693	0.0023	0.0	0.0034	1454
NC_051669	2301566	2301566-1	58962	Mycobacterium phage JoeyJr	dsDNA	1763	Mycobacterium	-	Actinomycetota	Prokaryote	NC_051669	0.0032	0.0	0.0023	1455
NC_055730	2027894	2027894-1	55765	Mycobacterium phage Geralt	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_055730	0.0	0.0	0.0059	1456
NC_022068	1340822	1340822-1	58043	Mycobacterium phage Daenerys	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_022068	0.0032	0.0	0.0023	1457
NC_028654	1739966	1739966-1	56275	Mycobacterium phage Sparkdehlily	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028654	0.0	0.0	0.0	1458
NC_051679	2591129	2591129-1	55945	Mycobacterium phage Mahavrat	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051679	0.0	0.0	0.0	1459
NC_051656	2530128	2530128-1	60228	Mycobacterium phage Fancypants	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051656	0.0124	0.0	0.0	1460
NC_008205	2911439	2911439-1	56692	Mycobacterium phage PMC	dsDNA	1762	-	-	-	Prokaryote	NC_008205	0.0	0.0	0.0074	1461
NC_051651	2656575	2656575-1	58150	Mycobacterium phage Eish	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051651	0.0336	0.0	0.0048	1462
NC_028844	1698356	1698356-1	57293	Mycobacterium phage Phatniss	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_028844	0.0	0.0	0.0	1463
NC_008196	2681623	2681623-1	56852	Mycobacterium phage Llij	dsDNA	1762	-	-	-	Prokaryote	NC_008196	0.0	0.0052	0.0024	1464
NC_051649	2592659	2592659-1	58397	Mycobacterium phage Doug	dsDNA	1772	Mycolicibacterium smegmatis	-	Actinomycetota	Prokaryote	NC_051649	0.0322	0.0037	0.0	1465
NC_011287	2914019	2914019-1	58554	Mycobacterium phage Pacc40	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_011287	0.0301	0.0	0.0	1466
NC_051637	2708630	2708630-1	60222	Mycobacterium phage BodEinwohner17	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051637	0.0337	0.0	0.0083	1467
NC_051675	2283296	2283296-1	53058	Mycobacterium phage Krakatau	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051675	0.0	0.0	0.0	1468
NC_051696	2041544	2041544-1	56125	Mycobacterium phage Phasih	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051696	0.0	0.0051	0.0025	1469
NC_051663	2301565	2301565-1	57754	Mycobacterium phage Girr	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051663	0.0319	0.0	0.0036	1470
NC_051720	2488980	2488980-1	58079	Mycobacterium phage Zerg	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051720	0.0319	0.0	0.0050	1471
NC_051680	2283297	2283297-1	57001	Mycobacterium phage Mantra	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051680	0.0034	0.0	0.0	1472
NC_021301	1327777	1327777-1	56279	Mycobacterium phage SiSi	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_021301	0.0334	0.0025	0.0	1473
NC_051716	2719209	2719209-1	56147	Mycobacterium phage Veteran	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_051716	0.0307	0.0041	0.0	1474
NC_023746	2922991	2922991-1	57387	Mycobacterium phage GUmbie	dsDNA	246196	Mycolicibacterium smegmatis MC2 155	-	Actinomycetota	Prokaryote	NC_023746	0.0318	0.0	0.0	1475
NC_015463	753084	753084-1	72332	Synechococcus phage S-CBS2	dsDNA	232353	Synechococcus sp. CB0204	-	Cyanobacteriota	Prokaryote	NC_015463	0.0	0.0018	0.0	1476
NC_016766	756275	756275-1	69420	Synechococcus phage S-CBS4	dsDNA	232348	Synechococcus sp. CB0101	-	Cyanobacteriota	Prokaryote	NC_016766	0.0044	0.0028	0.0	1477
NC_020854	889953	889953-1	40658	Cyanophage KBS-S-2A	dsDNA	2626047	-	-	-	Prokaryote	NC_020854	0.0	0.0	0.0	1478
NC_015465	753085	753085-1	33004	Synechococcus phage S-CBS3	dsDNA	305430	Synechococcus sp. CB0202	-	Cyanobacteriota	Prokaryote	NC_015465	0.0104	0.0	0.0	1479
NC_016164	909297	909297-1	30332	Synechococcus phage S-CBS1	dsDNA	232352	Synechococcus sp. CB0201	-	Cyanobacteriota	Prokaryote	NC_016164	0.0	0.0	0.0	1480
NC_047910	2070182	2070182-1	49573	Faecalibacterium phage FP_Epona	dsDNA	853	Faecalibacterium prausnitzii	-	Bacillota	Prokaryote	NC_047910	0.0	0.0	0.0	1481
NC_024369	1500713	1500713-1	41569	Vibrio phage X29	dsDNA	666	Vibrio cholerae	-	Pseudomonadota	Prokaryote	NC_024369	0.0015	0.0	0.0041	1482
NC_047914	2070186	2070186-1	54286	Faecalibacterium phage FP_Taranis	dsDNA	853	Faecalibacterium prausnitzii	-	Bacillota	Prokaryote	NC_047914	0.0	0.0	0.0028	1483
NC_047911	2070183	2070183-1	48211	Faecalibacterium phage FP_Lagaffe	dsDNA	853	Faecalibacterium prausnitzii	-	Bacillota	Prokaryote	NC_047911	0.0	0.0	0.0036	1484
NC_009016	2913982	2913982-1	38197	Vibrio phage VP882	dsDNA	670	Vibrio parahaemolyticus	-	Pseudomonadota	Prokaryote	NC_009016	0.0	0.0	0.0037	1485
NC_010342	2914010	2914010-1	39245	Halomonas phage phiHAP-1	dsDNA	77097	Halomonas aquamarina	-	Pseudomonadota	Prokaryote	NC_010342	0.0	0.0	0.0	1486
NC_019722	1229754	1229754-1	41351	Vibrio phage vB_VpaM_MAR	dsDNA	670	Vibrio parahaemolyticus	-	Pseudomonadota	Prokaryote	NC_019722	0.0022	0.0	0.0	1487
NC_027981	631719	631719-1	42612	Vibrio phage VP585	dsDNA	670	Vibrio parahaemolyticus	-	Pseudomonadota	Prokaryote	NC_027981	0.0022	0.0	0.0	1488
NC_004456	207597	207597-1	43198	Vibrio phage VHML	dsDNA	669	Vibrio harveyi	-	Pseudomonadota	Prokaryote	NC_004456	0.0	0.0	0.0	1489
JX507079	1229761	1229761-1	59363	Acidithiobacillus phage AcaML1	dsDNA	637389	Acidithiobacillus caldus ATCC 51756	-	Pseudomonadota	Prokaryote	JX507079	0.0167	0.0113	0.0063	1490
NC_055837	2723899	2723899-1	44153	Xanthomonas phage FoX3	dsDNA	340	Xanthomonas campestris pv. campestris	-	Pseudomonadota	Prokaryote	NC_055837	0.0	0.0	0.0	1491
NC_055835	2723897	2723897-1	44763	Xanthomonas phage FoX1	dsDNA	340	Xanthomonas campestris pv. campestris	-	Pseudomonadota	Prokaryote	NC_055835	0.0	0.0	0.0	1492
NC_055838	2723901	2723901-1	43872	Xanthomonas phage FoX5	dsDNA	340	Xanthomonas campestris pv. campestris	-	Pseudomonadota	Prokaryote	NC_055838	0.0	0.0	0.0	1493
NC_055836	2723898	2723898-1	44086	Xanthomonas phage FoX2	dsDNA	340	Xanthomonas campestris pv. campestris	-	Pseudomonadota	Prokaryote	NC_055836	0.0024	0.0	0.0	1494
NC_054146	2201420	2201420-1	44526	Ralstonia phage phiRSP	dsDNA	305	Ralstonia solanacearum	-	Pseudomonadota	Prokaryote	NC_054146	0.0033	0.0038	0.0	1495
NC_054148	2767579	2767579-1	43707	Burkholderia phage Mica	dsDNA	95486	Burkholderia cenocepacia	-	Pseudomonadota	Prokaryote	NC_054148	0.0	0.0069	0.0	1496
NC_054147	2767570	2767570-1	42452	Achromobacter phage Mano	dsDNA	85698	Achromobacter xylosoxidans	-	Pseudomonadota	Prokaryote	NC_054147	0.0167	0.0051	0.0083	1497
NC_023006	1279082	1279082-1	43564	Pseudomonas phage PPpW-3	dsDNA	70775	Pseudomonas plecoglossicida	-	Pseudomonadota	Prokaryote	NC_023006	0.0	0.0	0.0018	1498
NC_054149	2749430	2749430-1	44033	Pseudomonas phage Persinger	dsDNA	287	Pseudomonas aeruginosa	-	Pseudomonadota	Prokaryote	NC_054149	0.0	0.0062	0.0077	1499
NC_031048	1864622	1864622-1	41918	Enterobacter phage Arya	dsDNA	1676277	Enterobacter sp. CT7	-	Pseudomonadota	Prokaryote	NC_031048	0.0	0.0	0.0	1500
NC_027995	669875	669875-1	41666	Escherichia phage vB_EcoM_ECO1230-10	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_027995	0.0	0.0	0.0	1501
NC_041926	1970797	1970797-1	41289	Escherichia phage vB_EcoM_ECOO78	dsDNA	2072463	Escherichia coli O78	-	Pseudomonadota	Prokaryote	NC_041926	0.0	0.0	0.0	1502
NC_025430	1541883	1541883-1	42351	Escherichia phage vB_EcoM-ep3	dsDNA	562	Escherichia coli	-	Pseudomonadota	Prokaryote	NC_025430	0.0	0.0	0.0	1503
NC_030940	1754217	1754217-1	32637	Pseudomonas phage phi3	dsDNA	287	Pseudomonas aeruginosa	Peduoviridae	Pseudomonadota	Prokaryote	NC_030940	0.0072	0.0086	0.0111	1504
NC_047790	1916107	1916107-1	35209	Pseudoalteromonas phage C5a	dsDNA	53249	Pseudoalteromonas sp.	Peduoviridae	Pseudomonadota	Prokaryote	NC_047790	0.0	0.0	0.0182	1505
NC_055862	2759177	2759177-1	36616	Vibrio phage ValB1MD-2	dsDNA	663	Vibrio alginolyticus	Peduoviridae	Pseudomonadota	Prokaryote	NC_055862	0.0	0.0	0.0	1506
NC_003313	2905721	2905721-1	33106	Bacteriophage K139	dsDNA	45888	Vibrio cholerae O139	Peduoviridae	Pseudomonadota	Prokaryote	NC_003313	0.0	0.0	0.0	1507
NC_022747	1341101	1341101-1	34145	Vibrio phage VPUSM 8	dsDNA	666	Vibrio cholerae	Peduoviridae	Pseudomonadota	Prokaryote	NC_022747	0.0	0.0	0.0	1508
NC_010275	493906	493906-1	33507	Vibrio phage Kappa	dsDNA	662	Vibrio	Peduoviridae	Pseudomonadota	Prokaryote	NC_010275	0.0	0.0	0.0	1509
NC_047775	1897436	1897436-1	32826	Salinivibrio phage SMHB1	dsDNA	1886796	Salinivibrio sp.	Peduoviridae	Pseudomonadota	Prokaryote	NC_047775	0.0	0.0	0.0056	1510
NC_048066	1881262	1881262-1	32014	Vibrio phage 1.202.O._10N.222.45.E8	dsDNA	47951	Vibrio cyclitrophicus	Peduoviridae	Pseudomonadota	Prokaryote	NC_048066	0.0	0.0	0.0	1511
NC_049477	2660715	2660715-1	33851	Vibrio phage Valm-yong1	dsDNA	663	Vibrio alginolyticus	Peduoviridae	Pseudomonadota	Prokaryote	NC_049477	0.0	0.0	0.0	1512
NC_027368	1451050	1451050-1	33828	Vibrio phage PV94	dsDNA	672	Vibrio vulnificus	Peduoviridae	Pseudomonadota	Prokaryote	NC_027368	0.0	0.0	0.0	1513
NC_008193	2911430	2911430-1	30505	Pasteurella phage F108	dsDNA	747	Pasteurella multocida	Peduoviridae	Pseudomonadota	Prokaryote	NC_008193	0.0	0.0	0.0	1514
NC_003315	2932882	2932882-1	31508	Haemophilus phage HP2	dsDNA	727	Haemophilus influenzae	Peduoviridae	Pseudomonadota	Prokaryote	NC_003315	0.0	0.0	0.0	1515
NC_001697	2992577	2992577-1	32355	Haemophilus phage HP1	dsDNA	727	Haemophilus influenzae	Peduoviridae	Pseudomonadota	Prokaryote	NC_001697	0.0	0.0	0.0	1516
NC_009542	2913974	2913974-1	33985	Aeromonas phage phiO18P	dsDNA	651	Aeromonas media	Peduoviridae	Pseudomonadota	Prokaryote	NC_009542	0.0059	0.0041	0.0057	1517
NC_049460	2592212	2592212-1	30164	Salmonella phage SI7	dsDNA	599	Salmonella sp.	Peduoviridae	Pseudomonadota	Prokaryote	NC_049460	0.0	0.0	0.0	1518
NC_070917	2914024	2914024-1	29180	Yersinia phage vB_YenM_324	dsDNA	630	Yersinia enterocolitica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070917	0.0	0.0	0.0	1519
NC_049392	2695847	2695847-1	29203	Escherichia phage ESSI2_ev239	dsDNA	561	Escherichia	Peduoviridae	Pseudomonadota	Prokaryote	NC_049392	0.0	0.0	0.0	1520
NC_047854	947842	947842-1	28765	Cronobacter phage ESSI-2	dsDNA	28141	Cronobacter sakazakii	Peduoviridae	Pseudomonadota	Prokaryote	NC_047854	0.0	0.0	0.0	1521
NC_049394	2695848	2695848-1	30927	Escherichia phage ESSI2_ev129	dsDNA	561	Escherichia	Peduoviridae	Pseudomonadota	Prokaryote	NC_049394	0.0	0.0	0.0	1522
NC_049393	2695849	2695849-1	30597	Escherichia phage ESSI2_ev040	dsDNA	561	Escherichia	Peduoviridae	Pseudomonadota	Prokaryote	NC_049393	0.0	0.0	0.0	1523
NC_049395	2695850	2695850-1	30584	Escherichia phage ESSI2_ev015	dsDNA	561	Escherichia	Peduoviridae	Pseudomonadota	Prokaryote	NC_049395	0.0	0.0	0.0	1524
NC_028898	1572744	1572744-1	35764	Mannheimia phage vB_MhM_587AP1	dsDNA	75985	Mannheimia haemolytica	Peduoviridae	Pseudomonadota	Prokaryote	NC_028898	0.0	0.0	0.0	1525
NC_047750	1572746	1572746-1	36745	Mannheimia phage vB_MhM_1127AP1	dsDNA	75985	Mannheimia haemolytica	Peduoviridae	Pseudomonadota	Prokaryote	NC_047750	0.0	0.0	0.0	1526
DQ426905	376821	376821-1	34600	Mannheimia phage phiMhaA1-BAA410	dsDNA	75985	Mannheimia haemolytica	Peduoviridae	Pseudomonadota	Prokaryote	DQ426905	0.0	0.0	0.0	1527
JN255163	1182515	1182515-1	34719	Mannheimia phage vB_MhM_1152AP	dsDNA	75985	Mannheimia haemolytica	Peduoviridae	Pseudomonadota	Prokaryote	JN255163	0.0	0.0	0.0	1528
NC_008201	2681596	2681596-1	34525	Mannheimia phage PHL101	dsDNA	75985	Mannheimia haemolytica	Peduoviridae	Pseudomonadota	Prokaryote	NC_008201	0.0	0.0	0.0	1529
NC_023588	1168563	1168563-1	33525	Stenotrophomonas phage Smp131	dsDNA	40324	Stenotrophomonas maltophilia	Peduoviridae	Pseudomonadota	Prokaryote	NC_023588	0.0100	0.0025	0.0036	1530
NC_048109	2483611	2483611-1	37152	Pseudomonas phage Dobby	dsDNA	287	Pseudomonas aeruginosa	Peduoviridae	Pseudomonadota	Prokaryote	NC_048109	0.0491	0.0060	0.0097	1531
NC_055793	2563525	2563525-1	35343	Pseudomonas phage vB_Pae_BR319a	dsDNA	287	Pseudomonas aeruginosa	Peduoviridae	Pseudomonadota	Prokaryote	NC_055793	0.0411	0.0038	0.0158	1532
NC_003278	2993857	2993857-1	35580	Pseudomonas phage phiCTX	dsDNA	287	Pseudomonas aeruginosa	Peduoviridae	Pseudomonadota	Prokaryote	NC_003278	0.0417	0.0075	0.0159	1533
Y13918	35343	35343-1	35559	Citexvirus phiCTX	dsDNA	287	Pseudomonas aeruginosa	Peduoviridae	Pseudomonadota	Prokaryote	Y13918	0.0417	0.0075	0.0159	1534
NC_021343	1282994	1282994-1	35430	Burkholderia phage ST79	dsDNA	28450	Burkholderia pseudomallei	Peduoviridae	Pseudomonadota	Prokaryote	NC_021343	0.0	0.0	0.0	1535
NC_025115	1530085	1530085-1	40002	Ralstonia phage RSY1	dsDNA	305	Ralstonia solanacearum	Peduoviridae	Pseudomonadota	Prokaryote	NC_025115	0.0096	0.0147	0.0073	1536
NC_049432	2991867	2991867-1	39309	Ralstonia phage RsoM1USA	dsDNA	305	Ralstonia solanacearum	Peduoviridae	Pseudomonadota	Prokaryote	NC_049432	0.0136	0.0125	0.0036	1537
NC_009382	2993856	2993856-1	38760	Ralstonia phage RSA1	dsDNA	305	Ralstonia solanacearum	Peduoviridae	Pseudomonadota	Prokaryote	NC_009382	0.0147	0.0062	0.0231	1538
NC_015265	910473	910473-1	37236	Burkholderia phage KS5	dsDNA	95486	Burkholderia cenocepacia	Peduoviridae	Pseudomonadota	Prokaryote	NC_015265	0.0032	0.0121	0.0075	1539
NC_055863	2767578	2767578-1	38038	Burkholderia phage Mana	dsDNA	28095	Burkholderia gladioli	Peduoviridae	Pseudomonadota	Prokaryote	NC_055863	0.0063	0.0134	0.0036	1540
NC_047752	1636201	1636201-1	36499	Burkholderia phage AP3	dsDNA	95486	Burkholderia cenocepacia	Peduoviridae	Pseudomonadota	Prokaryote	NC_047752	0.0123	0.0094	0.0035	1541
NC_055722	2716322	2716322-1	32090	Burkholderia phage FLC5	dsDNA	32008	Burkholderia	Peduoviridae	Pseudomonadota	Prokaryote	NC_055722	0.0	0.0	0.0	1542
NC_015273	910475	910475-1	32317	Burkholderia phage KS14	dsDNA	87882	-	Peduoviridae	-	Prokaryote	NC_015273	0.0	0.0039	0.0	1543
NC_070910	2906468	2906468-1	32867	Burkholderia phage FLC10	dsDNA	337	Burkholderia glumae	Peduoviridae	Pseudomonadota	Prokaryote	NC_070910	0.0	0.0013	0.0046	1544
NC_015266	910474	910474-1	40555	Burkholderia phage KL3	dsDNA	152480	Burkholderia ambifaria	Peduoviridae	Pseudomonadota	Prokaryote	NC_015266	0.0162	0.0069	0.0027	1545
NC_009236	2881401	2881401-1	36690	Burkholderia phage phiE12-2	dsDNA	28450	Burkholderia pseudomallei	Peduoviridae	Pseudomonadota	Prokaryote	NC_009236	0.0093	0.0098	0.0015	1546
NC_055911	2781364	2781364-1	37727	Burkholderia phage phiE094	dsDNA	111527	-	Peduoviridae	-	Prokaryote	NC_055911	0.0186	0.0202	0.0073	1547
NC_070912	2914172	2914172-1	36280	Burkholderia phage PhiBP82.2	dsDNA	28450	Burkholderia pseudomallei	Peduoviridae	Pseudomonadota	Prokaryote	NC_070912	0.0148	0.0205	0.0051	1548
NC_009234	2883941	2883941-1	35741	Burkholderia phage phiE202	dsDNA	57975	Burkholderia thailandensis	Peduoviridae	Pseudomonadota	Prokaryote	NC_009234	0.0187	0.0190	0.0073	1549
NC_007145	2681592	2681592-1	37639	Burkholderia phage phiE52237	dsDNA	28450	Burkholderia pseudomallei	Peduoviridae	Pseudomonadota	Prokaryote	NC_007145	0.0153	0.0211	0.0099	1550
JX681814	1235712	1235712-1	37637	Burkholderia phage phiX216	dsDNA	28450	Burkholderia pseudomallei	Peduoviridae	Pseudomonadota	Prokaryote	JX681814	0.0207	0.0204	0.0104	1551
CP008753	1514988	1514988-1	37631	Burkholderia phage BEK	dsDNA	441158	Burkholderia pseudomallei 9	Peduoviridae	Pseudomonadota	Prokaryote	CP008753	0.0164	0.0235	0.0084	1552
NC_070920	2866684	2866684-1	40166	Shewanella phage vB_SspM_M16-3	dsDNA	2830837	Shewanella sp. M16	Peduoviridae	Pseudomonadota	Prokaryote	NC_070920	0.0	0.0	0.0040	1553
NC_070919	2894367	2894367-1	37312	Aeromonas phage vB_AsaM_LPM4	dsDNA	382245	Aeromonas salmonicida subsp. salmonicida A449	Peduoviridae	Pseudomonadota	Prokaryote	NC_070919	0.0	0.0	0.0199	1554
NC_049343	2716352	2716352-1	33041	Escherichia phage 500465-2	dsDNA	562	Escherichia coli	Peduoviridae	Pseudomonadota	Prokaryote	NC_049343	0.0	0.0	0.0	1555
NC_049391	2844224	2844224-1	37100	Xuanwuvirus P884B11	dsDNA	562	Escherichia coli	Peduoviridae	Pseudomonadota	Prokaryote	NC_049391	0.0	0.0	0.0	1556
NC_026014	1567486	1567486-1	35814	Escherichia phage P88	dsDNA	562	Escherichia coli	Peduoviridae	Pseudomonadota	Prokaryote	NC_026014	0.0	0.0	0.0	1557
NC_049344	2716354	2716354-1	37583	Escherichia phage 520873	dsDNA	562	Escherichia coli	Peduoviridae	Pseudomonadota	Prokaryote	NC_049344	0.0	0.0021	0.0	1558
NC_049341	2716350	2716350-1	31194	Escherichia phage 503458	dsDNA	562	Escherichia coli	Peduoviridae	Pseudomonadota	Prokaryote	NC_049341	0.0	0.0	0.0	1559
NC_028701	1647466	1647466-1	33509	Salmonella phage SEN5	dsDNA	59202	Salmonella enterica subsp. salamae	Peduoviridae	Pseudomonadota	Prokaryote	NC_028701	0.0	0.0	0.0	1560
NC_029015	1647465	1647465-1	33509	Salmonella phage SEN4	dsDNA	59202	Salmonella enterica subsp. salamae	Peduoviridae	Pseudomonadota	Prokaryote	NC_029015	0.0	0.0	0.0	1561
NC_049450	2510483	2510483-1	38322	Klebsiella phage ST16-OXA48phi5.4	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049450	0.0	0.0	0.0	1562
NC_047817	1960657	1960657-1	35100	Klebsiella phage 3LV2017	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_047817	0.0	0.0	0.0	1563
NC_049429	2340712	2340712-1	31978	Enterobacter phage phiT5282H	dsDNA	550	Enterobacter cloacae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049429	0.0	0.0	0.0	1564
NC_070913	2918926	2918926-1	36481	Yersinia phage vB_YenM_42.18	dsDNA	630	Yersinia enterocolitica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070913	0.0	0.0	0.0	1565
NC_049453	2510464	2510464-1	39086	Klebsiella phage ST13-OXA48phi12.1	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049453	0.0	0.0	0.0	1566
NC_049452	2510470	2510470-1	32302	Klebsiella phage ST512-KPC3phi13.2	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049452	0.0	0.0	0.0	1567
NC_049448	2510486	2510486-1	39642	Klebsiella phage ST437-OXA245phi4.1	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049448	0.0	0.0	0.0	1568
NC_049454	2510455	2510455-1	33839	Klebsiella phage ST15-OXA48phi14.1	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049454	0.0	0.0	0.0	1569
NC_049342	2716351	2716351-1	39179	Escherichia phage 500465-1	dsDNA	562	Escherichia coli	Peduoviridae	Pseudomonadota	Prokaryote	NC_049342	0.0	0.0	0.0	1570
NC_047818	1960658	1960658-1	33540	Klebsiella phage 4LV2017	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_047818	0.0	0.0	0.0	1571
NC_070909	2904709	2904709-1	33368	Escherichia phage Cartapus	dsDNA	591946	Escherichia coli LF82	Peduoviridae	Pseudomonadota	Prokaryote	NC_070909	0.0	0.0	0.0	1572
NC_019488	929814	929814-1	34117	Salmonella phage RE2010	dsDNA	272989	Salmonella enterica subsp. enterica serovar Enteritidis str. LK5	Peduoviridae	Pseudomonadota	Prokaryote	NC_019488	0.0	0.0	0.0	1573
NC_047753	1647468	1647468-1	35203	Salmonella phage SEN8	dsDNA	59202	Salmonella enterica subsp. salamae	Peduoviridae	Pseudomonadota	Prokaryote	NC_047753	0.0	0.0	0.0	1574
NC_010463	194701	194701-1	33693	Felsduovirus Fels2	dsDNA	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peduoviridae	Pseudomonadota	Prokaryote	NC_010463	0.0	0.0	0.0	1575
NC_019932	947843	947843-1	29564	Erwinia phage ENT90	dsDNA	552	Erwinia amylovora	Peduoviridae	Pseudomonadota	Prokaryote	NC_019932	0.0	0.0	0.0	1576
NC_070918	2914028	2914028-1	32949	Yersinia phage vB_YenM_31.17	dsDNA	630	Yersinia enterocolitica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070918	0.0	0.0	0.0	1577
NC_070916	2918920	2918920-1	29546	Yersinia phage vB_YenM_06.16-2	dsDNA	630	Yersinia enterocolitica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070916	0.0	0.0	0.0	1578
NC_070915	2918927	2918927-1	33247	Yersinia phage vB_YenM_56.17	dsDNA	630	Yersinia enterocolitica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070915	0.0	0.0	0.0	1579
NC_070914	2918921	2918921-1	30280	Yersinia phage vB_YenM_201.16	dsDNA	630	Yersinia enterocolitica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070914	0.0	0.0	0.0	1580
NC_049451	2510480	2510480-1	34141	Klebsiella phage ST147-VIM1phi7.1	dsDNA	573	Klebsiella pneumoniae	Peduoviridae	Pseudomonadota	Prokaryote	NC_049451	0.0	0.0	0.0	1581
NC_005340	2907836	2907836-1	30636	Salmonella phage PSP3	dsDNA	590	Salmonella	Peduoviridae	Pseudomonadota	Prokaryote	NC_005340	0.0	0.0	0.0	1582
NC_049459	2592223	2592223-1	31123	Salmonella phage SW9	dsDNA	599	Salmonella sp.	Peduoviridae	Pseudomonadota	Prokaryote	NC_049459	0.0	0.0	0.0	1583
NC_029003	1647455	1647455-1	29733	Salmonella phage SEN1	dsDNA	59202	Salmonella enterica subsp. salamae	Peduoviridae	Pseudomonadota	Prokaryote	NC_029003	0.0	0.0	0.0	1584
NC_047833	2014586	2014586-1	30413	Erwinia phage EtG	dsDNA	65700	Erwinia tracheiphila	Peduoviridae	Pseudomonadota	Prokaryote	NC_047833	0.0	0.0	0.0	1585
NC_070911	2861008	2861008-1	29512	Salmonella phage BIS20	dsDNA	28901	Salmonella enterica	Peduoviridae	Pseudomonadota	Prokaryote	NC_070911	0.0	0.0	0.0	1586
