# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1505500	1506786	+	HNGIBB_01594		Dihydrofolate synthase/folylpolyglutamate synthase	SO:0001217, UniRef:UniRef50_A0A6I6MMW0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1506783	1507103	-	HNGIBB_01595		Thioredoxin	SO:0001217, UniRef:UniRef50_P43785
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1507171	1510554	-	HNGIBB_01596		DNA 3'-5' helicase	SO:0001217, UniRef:UniRef50_A0A6I6MYC2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1510551	1513505	-	HNGIBB_01597		PD-(D/E)XK endonuclease-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AJB1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1513502	1514215	-	HNGIBB_01598		Nucleotidyl transferase	SO:0001217, UniRef:UniRef50_C6XMV4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1514212	1515300	-	HNGIBB_01599		Aminoglycoside phosphotransferase	SO:0001217, UniRef:UniRef50_A0A1B1AJB3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1515287	1515829	-	HNGIBB_01600	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	SO:0001217, UniRef:UniRef50_A0A7V3H9H0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1515839	1517080	+	HNGIBB_01601		3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	SO:0001217, UniRef:UniRef50_A0A916FS52
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1517089	1517409	+	HNGIBB_01602		2Fe-2S ferredoxin	SO:0001217, UniRef:UniRef50_P37098
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1517409	1517855	+	HNGIBB_01603		Isoprenylcysteine carboxyl methyltransferase	SO:0001217, UniRef:UniRef50_A0A1B1AJA2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1517916	1519307	+	HNGIBB_01604		hypothetical protein	PFAM:PF04389.22, PFAM:PF07687.19
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1519363	1520259	-	HNGIBB_01605		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1520447	1521178	+	HNGIBB_01606		hypothetical protein	PFAM:PF00211.25
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1521378	1521986	-	HNGIBB_01607		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1522071	1523243	-	HNGIBB_01608		hypothetical protein	PFAM:PF00082.27
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1523340	1523843	+	HNGIBB_01609		RNA polymerase sigma factor	SO:0001217, UniRef:UniRef50_A0A091B8M1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1523840	1524535	+	HNGIBB_01610		hypothetical protein	PFAM:PF13490.11
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1524930	1525646	+	HNGIBB_01611		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1525643	1528069	-	HNGIBB_01612		histidine kinase	SO:0001217, UniRef:UniRef50_A0A6I6MMX0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1528228	1528950	-	HNGIBB_01613		hypothetical protein	PFAM:PF03544.19
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1529026	1529448	-	HNGIBB_01614		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1529521	1530918	-	HNGIBB_01615		Adenosylhomocysteinase	SO:0001217, UniRef:UniRef50_A0A8T7BQN3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	ncRNA-region	1530936	1531012	-			SAH (S-adenosyl-L-homocysteine) riboswitch aptamer	RFAM:RF01057, SO:0000035
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1531089	1531685	-	HNGIBB_01616		hypothetical protein	PFAM:PF01551.29
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1531790	1533040	-	HNGIBB_01617		Small-conductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_A0A1B1AJE2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1533184	1534044	-	HNGIBB_01618	attM	N-acyl homoserine lactonase AttM	SO:0001217, UniRef:UniRef50_A0A6I6MW64
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1534072	1534293	-	HNGIBB_01619		hypothetical protein	PFAM:PF03083.21, PFAM:PF04193.19
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1534353	1534607	-	HNGIBB_01620		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1534665	1534931	-	HNGIBB_01621		hypothetical protein	PFAM:PF04193.19
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1534947	1536632	-	HNGIBB_01622		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1536702	1536977	-	HNGIBB_01623		Phosphocarrier protein NPr	SO:0001217, UniRef:UniRef50_A0A6I6MTH3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1537005	1537412	-	HNGIBB_01624		PTS EIIA type-4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A059EE99
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1537527	1539149	-	HNGIBB_01625		histidine kinase	SO:0001217, UniRef:UniRef50_A0A7C8HHV1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1539118	1539816	-	HNGIBB_01626		Two component transcriptional regulator	SO:0001217, UniRef:UniRef50_A8LLF1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1540062	1540430	+	HNGIBB_01627		hypothetical protein	PFAM:PF00903.31, PFAM:PF18029.7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1540439	1541248	-	HNGIBB_01628		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1541245	1542174	-	HNGIBB_01629		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1542184	1545066	-	HNGIBB_01630		DNA polymerase I	SO:0001217, UniRef:UniRef50_B4RBF2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1545071	1545868	-	HNGIBB_01631		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1545906	1546706	-	HNGIBB_01632		Isocitrate lyase/phosphoenolpyruvate mutase family protein	SO:0001217, UniRef:UniRef50_B4RBF1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1546845	1547219	+	HNGIBB_01633		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AJD1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1547304	1549328	+	HNGIBB_01634		hypothetical protein	PFAM:PF01841.26
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1549322	1549555	-	HNGIBB_01635		Zinc finger CHCC-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V1PJF2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1549649	1550593	+	HNGIBB_01636	drrA	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA	SO:0001217, UniRef:UniRef50_A0A2H6AUF7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1550590	1551573	+	HNGIBB_01637		Aldo/keto reductase	SO:0001217, UniRef:UniRef50_A0AAU7U933
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1551586	1551867	+	HNGIBB_01638		DUF2277 domain-containing protein	SO:0001217, UniRef:UniRef50_C8XB02
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1551869	1552072	+	HNGIBB_01639		Tautomerase	SO:0001217, UniRef:UniRef50_E7ACR7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1552072	1552659	+	HNGIBB_01640		hypothetical protein	PFAM:PF01048.26
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1552680	1553045	-	HNGIBB_01641		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1553049	1553711	-	HNGIBB_01642		hypothetical protein	PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12, PFAM:PF13847.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1553766	1554209	+	HNGIBB_01643		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1554214	1554612	-	HNGIBB_01644		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1554685	1555695	-	HNGIBB_01645		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1555826	1556233	-	HNGIBB_01646		hypothetical protein	PFAM:PF00216.26, PFAM:PF18291.6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1556551	1557333	-	HNGIBB_01647		3-hydroxyacyl-CoA dehydrogenase type-2	SO:0001217, UniRef:UniRef50_A0A1K0IJD0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1557413	1558687	-	HNGIBB_01648		hypothetical protein	PFAM:PF13525.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1558761	1559447	+	HNGIBB_01649		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1559451	1559876	+	HNGIBB_01650		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1559873	1561537	-	HNGIBB_01651		Urocanate hydratase	SO:0001217, UniRef:UniRef50_Q5L084
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1561581	1562798	-	HNGIBB_01652		Imidazolonepropionase	SO:0001217, UniRef:UniRef50_A0A1S8D4N3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1562854	1563756	+	HNGIBB_01653		Formimidoylglutamase	SO:0001217, UniRef:UniRef50_A0A6I6MRC7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1563753	1564652	-	HNGIBB_01654		Putative hydrolase	SO:0001217, UniRef:UniRef50_A0A0E9ML44
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1564743	1565330	-	HNGIBB_01655		Isoprenylcysteine carboxyl methyltransferase	SO:0001217, UniRef:UniRef50_A0A1B1AJB0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1565327	1566322	-	HNGIBB_01656		Beta-ketoacyl-acyl-carrier-protein synthase I	SO:0001217, UniRef:UniRef50_A0A0H5D2D7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1566388	1566693	+	HNGIBB_01657		Holin	SO:0001217, UniRef:UniRef50_A0A1B1AJ63
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1566709	1567566	+	HNGIBB_01658		Asparaginase	SO:0001217, UniRef:UniRef50_V4NLN7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1567578	1567892	+	HNGIBB_01659		hypothetical protein	PFAM:PF09864.15
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1567899	1568210	+	HNGIBB_01660		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1568210	1568722	+	HNGIBB_01661	spoU	tRNA/rRNA methyltransferase SpoU type domain-containing protein	SO:0001217, UniRef:UniRef50_U2WA70
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1568719	1568916	-	HNGIBB_01662		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1569019	1569930	+	HNGIBB_01663	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_D5VDR6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1569931	1570215	-	HNGIBB_01664		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1570342	1571478	+	HNGIBB_01665	rlmN	Dual-specificity RNA methyltransferase RlmN	SO:0001217, UniRef:UniRef50_A7ICB3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1571475	1571984	+	HNGIBB_01666		hypothetical protein	PFAM:PF13302.13
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1571985	1573202	-	HNGIBB_01667		hypothetical protein	PFAM:PF07719.23
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1573280	1574386	+	HNGIBB_01668		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1574388	1574900	+	HNGIBB_01669		[ribosomal protein uS5]-alanine N-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A9D7D7R5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1574897	1575289	-	HNGIBB_01670		DUF4440 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I6MP38
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1575361	1575576	+	HNGIBB_01671		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1576061	1577086	-	HNGIBB_01672	terC	Tellurium resistance protein TerC	SO:0001217, UniRef:UniRef50_A0A1B1AN90
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	ncRNA-region	1577229	1577284	-			terC RNA	RFAM:RF03067, SO:0005836
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1577388	1579574	-	HNGIBB_01673		Catalase-peroxidase	SO:0001217, UniRef:UniRef50_A1K9V0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1579704	1580651	+	HNGIBB_01674		hypothetical protein	PFAM:PF08238.18
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1580744	1582126	-	HNGIBB_01675		hypothetical protein	PFAM:PF00512.31, PFAM:PF02518.31
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1582291	1583415	-	HNGIBB_01676		Beta-ketoacyl-[acyl-carrier-protein] synthase III	SO:0001217, UniRef:UniRef50_A0A358EIR9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1583528	1583791	-	HNGIBB_01677		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1583792	1584055	-	HNGIBB_01678		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1584052	1584978	-	HNGIBB_01679		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1585148	1585555	+	HNGIBB_01680		TMEM205-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A925A9H2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1585552	1587159	-	HNGIBB_01681		DUF4332 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V1PJL5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1587229	1588896	-	HNGIBB_01682		DUF262 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AJ52
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1589022	1589852	-	HNGIBB_01683		Glutamate racemase	SO:0001217, UniRef:UniRef50_A0A7C8LV82
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1590055	1591014	+	HNGIBB_01684		MBL fold metallo-hydrolase	SO:0001217, UniRef:UniRef50_A0A941PHE3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1591120	1592598	+	HNGIBB_01685		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1592601	1593779	+	HNGIBB_01686		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1593804	1594604	+	HNGIBB_01687		DUF3108 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AJ60
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1594601	1595857	+	HNGIBB_01688		Ribosomal RNA small subunit methyltransferase B	SO:0001217, UniRef:UniRef50_A0A379N2T2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1595915	1596577	+	HNGIBB_01689		Ribulose-phosphate 3-epimerase	SO:0001217, UniRef:UniRef50_A0A2E1E4A8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1596582	1598252	+	HNGIBB_01690		Heparinase II/III-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7C4VKH5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1598255	1598887	-	HNGIBB_01691		tRNA 5-carboxymethoxyuridine methyltransferase	SO:0001217, UniRef:UniRef50_A0A3S4CHN7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1598989	1600575	+	HNGIBB_01692	purH	Bifunctional purine biosynthesis protein PurH	SO:0001217, UniRef:UniRef50_Q8UBM8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1600701	1601390	-	HNGIBB_01693		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1601449	1602270	+	HNGIBB_01694		Putative dienelactone hydrolase	SO:0001217, UniRef:UniRef50_A0A6I6MML9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1602267	1607144	-	HNGIBB_01695		NAD-specific glutamate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A6I6MTF9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1607156	1607476	-	HNGIBB_01696		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1607789	1608871	-	HNGIBB_01697		AI-2E family transporter	SO:0001217, UniRef:UniRef50_A0A1B1AHE5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1608967	1610508	+	HNGIBB_01698		AAA+ ATPase domain-containing protein	SO:0001217, UniRef:UniRef50_D0L108
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1610515	1611975	+	HNGIBB_01699		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1611980	1612444	+	HNGIBB_01700		Microsomal glutathione S-transferase 1	SO:0001217, UniRef:UniRef50_A0A525HLA9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1612481	1612858	-	HNGIBB_01701		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1612933	1613556	-	HNGIBB_01702		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1613669	1613899	+	HNGIBB_01703		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1613952	1615052	-	HNGIBB_01704	zapE	Cell division protein ZapE	SO:0001217, UniRef:UniRef50_A0A6I5WT83
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1615177	1616097	+	HNGIBB_01705		Acyltransferase family protein	SO:0001217, UniRef:UniRef50_A0A1V1PJK9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1616193	1617422	+	HNGIBB_01706		EF-hand domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AHC7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1617446	1618663	+	HNGIBB_01707		EF-hand domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AHC7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1618660	1619952	-	HNGIBB_01708		Beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A1B1AHC9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1619949	1620773	-	HNGIBB_01709		Succinate dehydrogenase iron-sulfur subunit	SO:0001217, UniRef:UniRef50_Q59662
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1620784	1622211	-	HNGIBB_01710	creD	Cell envelope integrity protein CreD	SO:0001217, UniRef:UniRef50_A0A1B1AHC0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1622272	1622691	-	HNGIBB_01711		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1622792	1624909	+	HNGIBB_01712	asmA	AsmA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AHE1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1624913	1625299	-	HNGIBB_01713		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1AHC3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1625952	1627742	-	HNGIBB_01714		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_A0A3E0H4W5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1627747	1628148	-	HNGIBB_01715		Succinate dehydrogenase hydrophobic membrane anchor subunit	SO:0001217, UniRef:UniRef50_A0A9D7H866
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1628153	1628551	-	HNGIBB_01716		Succinate dehydrogenase cytochrome b556 subunit	SO:0001217, UniRef:UniRef50_A0A7C4ZC42
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1628714	1630477	+	HNGIBB_01717		DUF885 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8E0N8H6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1630477	1631052	+	HNGIBB_01718		hypothetical protein	
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1631049	1632095	-	HNGIBB_01719		Mesaconyl-CoA hydratase	SO:0001217, UniRef:UniRef50_A0A2P6GCK7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1632092	1633762	-	HNGIBB_01720		hypothetical protein	PFAM:PF13761.12
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1633759	1634193	-	HNGIBB_01721		hypothetical protein	
