# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1904577	1905710	-	HNGIBB_02010	395.0	1.3e-134	0.995	0.897	0.547	UniRef:UniRef50_A0A6I6N0W9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1905707	1906297	-	HNGIBB_02011	223.0	4.1e-72	1.020	0.858	0.610	UniRef:UniRef50_A5E8I8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1906393	1907010	+	HNGIBB_02012	219.0	5.1e-71	1.0	1.010	0.585	UniRef:UniRef50_A0A1B1AI71
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1907010	1907258	+	HNGIBB_02013	104.0	2.4e-29	0.866	0.826	0.746	UniRef:UniRef50_E6K066
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1907243	1907710	-	HNGIBB_02014	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1907707	1908078	-	HNGIBB_02015	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1908078	1908422	-	HNGIBB_02016	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1908433	1909146	-	HNGIBB_02017	266.0	2.3e-88	0.992	0.944	0.591	UniRef:UniRef50_K6GG90
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1909199	1910065	-	HNGIBB_02018	265.0	1.7e-86	0.969	0.959	0.548	UniRef:UniRef50_A0A953C408
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1910274	1911458	+	HNGIBB_02019	484.0	1.2e-169	0.975	0.960	0.638	UniRef:UniRef50_A0A1B1AI75
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1911503	1912579	+	HNGIBB_02020	380.0	3.7e-129	0.997	0.925	0.571	UniRef:UniRef50_A0A7V2SNJ3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1912587	1913147	+	HNGIBB_02021	309.0	7.5e-107	1.011	0.900	0.883	UniRef:UniRef50_A0A9D7HCB1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1913323	1915566	+	HNGIBB_02022	1056.0	0.0	1.004	1.011	0.705	UniRef:UniRef50_A0A6I6MZB9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1915634	1916698	-	HNGIBB_02023	429.0	5.7e-149	1.023	0.995	0.594	UniRef:UniRef50_A0A6I6N0Y1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1916794	1917669	-	HNGIBB_02024	468.0	3.4e-166	1.003	0.967	0.774	UniRef:UniRef50_A0A6I6MX82
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1917781	1919178	+	HNGIBB_02025	510.0	3.4e-177	0.923	0.883	0.594	UniRef:UniRef50_A0A1B1AI81
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1919114	1919767	-	HNGIBB_02026	203.0	3.5e-64	0.903	0.838	0.510	UniRef:UniRef50_D0LXU5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1920069	1921979	+	HNGIBB_02027	848.0	2.7e-305	1.006	1.011	0.714	UniRef:UniRef50_Q2JI64
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1922089	1923255	+	HNGIBB_02028	380.0	1.9e-128	0.972	0.935	0.507	UniRef:UniRef50_P94319
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1923796	1924614	+	HNGIBB_02029	275.0	1.8e-90	0.982	0.873	0.543	UniRef:UniRef50_A0A9E0RUX9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1924611	1925102	-	HNGIBB_02030	285.0	2.4e-98	1.0	0.942	0.871	UniRef:UniRef50_A0A1B1AI84
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1925151	1925849	+	HNGIBB_02031	257.0	7.6e-85	0.888	0.837	0.621	UniRef:UniRef50_Q92GH4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1925774	1926655	-	HNGIBB_02032	426.0	1.0e-149	1.0	0.970	0.727	UniRef:UniRef50_A0A1B1AI98
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1926655	1927056	-	HNGIBB_02033	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1927144	1928142	+	HNGIBB_02034	323.0	2.2e-107	0.964	0.840	0.553	UniRef:UniRef50_A0A6I6MU73
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1928139	1929443	-	HNGIBB_02035	540.0	1.8e-190	1.005	1.002	0.649	UniRef:UniRef50_Q2J346
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1929499	1930671	-	HNGIBB_02036	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1930664	1931209	-	HNGIBB_02037	207.0	9.1e-67	1.0	0.963	0.569	UniRef:UniRef50_Q57209
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1931241	1933349	-	HNGIBB_02038	816.0	8.6e-291	0.991	0.989	0.635	UniRef:UniRef50_A0A1B1AI96
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1933494	1934012	-	HNGIBB_02039	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1934009	1934587	-	HNGIBB_02040	249.0	4.8e-83	1.010	0.942	0.701	UniRef:UniRef50_A0A2W4WTP8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1934750	1935241	+	HNGIBB_02041	219.0	5.6e-72	0.975	0.859	0.686	UniRef:UniRef50_A0A1V1PLC0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1935238	1935978	-	HNGIBB_02042	372.0	4.7e-130	0.992	0.988	0.746	UniRef:UniRef50_A0A1V1PL28
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1935988	1936581	-	HNGIBB_02043	217.0	1.2e-69	0.995	0.800	0.612	UniRef:UniRef50_A0A7W7F758
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1936578	1937393	-	HNGIBB_02044	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1937390	1937980	-	HNGIBB_02045	208.0	1.1e-66	1.010	0.904	0.551	UniRef:UniRef50_A0A6I6MU82
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1937977	1938804	-	HNGIBB_02046	302.0	5.7e-101	0.993	0.850	0.579	UniRef:UniRef50_Q0C6A8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1939219	1940181	+	HNGIBB_02047	321.0	5.4e-107	0.991	0.885	0.517	UniRef:UniRef50_A0A7C8HIS6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1940178	1941290	+	HNGIBB_02048	341.0	3.3e-114	0.895	0.919	0.523	UniRef:UniRef50_Q0BWA5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1941290	1941760	+	HNGIBB_02049	248.0	1.0e-83	1.0	0.975	0.744	UniRef:UniRef50_A0A7C8HIJ3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1941948	1943240	+	HNGIBB_02050	669.0	3.2e-241	0.972	0.927	0.801	UniRef:UniRef50_A0A4S2H0G1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1943345	1943950	+	HNGIBB_02051	352.0	1.6e-123	1.0	0.926	0.866	UniRef:UniRef50_A0A1B1AIA3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1943951	1944919	-	HNGIBB_02052	343.0	8.2e-116	1.0	0.885	0.584	UniRef:UniRef50_A0A839U3U6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1944969	1945874	-	HNGIBB_02053	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1945871	1946560	-	HNGIBB_02054	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1946629	1946889	+	HNGIBB_02055	164.0	9.2e-53	1.0	1.0	0.988	UniRef:UniRef50_A0A1B1AIF9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1946911	1948260	+	HNGIBB_02056	431.0	2.6e-146	1.073	0.998	0.535	UniRef:UniRef50_B4RD04
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1948646	1950514	+	HNGIBB_02057	802.0	6.2e-287	1.072	0.988	0.649	UniRef:UniRef50_Q2GHA4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1950511	1950861	+	HNGIBB_02058	192.0	2.9e-63	1.0	1.0	0.750	UniRef:UniRef50_A0A1B1AIB1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1950858	1951214	+	HNGIBB_02059	155.0	2.3e-48	0.983	0.951	0.595	UniRef:UniRef50_A0A2S2DYI1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1951211	1951852	+	HNGIBB_02060	218.0	4.8e-70	0.977	0.945	0.548	UniRef:UniRef50_A0A7C8HJ25
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1951877	1952665	+	HNGIBB_02061	305.0	3.1e-102	1.057	0.860	0.574	UniRef:UniRef50_A0A1S6IRY6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1952756	1953808	+	HNGIBB_02062	503.0	3.8e-178	1.057	1.003	0.759	UniRef:UniRef50_A0A1B1AIB8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1953996	1955087	-	HNGIBB_02063	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1955164	1956312	+	HNGIBB_02064	509.0	1.1e-179	0.995	0.992	0.658	UniRef:UniRef50_A0A6I6MXD3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1956305	1957621	-	HNGIBB_02065	374.0	1.2e-124	0.966	0.948	0.518	UniRef:UniRef50_A0A918T245
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1957688	1959367	-	HNGIBB_02066	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1959391	1960077	-	HNGIBB_02067	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1960078	1961106	-	HNGIBB_02068	471.0	1.9e-165	0.991	0.909	0.732	UniRef:UniRef50_A0A7Y8MGK6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1961110	1961592	-	HNGIBB_02069	160.0	4.0e-49	0.994	0.930	0.541	UniRef:UniRef50_A0A1B1AIC8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1961612	1964359	-	HNGIBB_02070	1460.0	0.0	1.027	1.002	0.777	UniRef:UniRef50_Q0AKF5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1964417	1964926	-	HNGIBB_02071	141.0	5.7e-41	1.077	0.883	0.522	UniRef:UniRef50_A0A1V1PLF2
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1965183	1965635	+	HNGIBB_02072	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1966231	1966899	+	HNGIBB_02073	249.0	4.0e-82	0.968	0.874	0.642	UniRef:UniRef50_K5ZJP7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1966954	1967691	+	HNGIBB_02074	245.0	5.5e-80	0.939	0.909	0.557	UniRef:UniRef50_Q9A223
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1968194	1968724	+	HNGIBB_02075	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1968726	1969652	+	HNGIBB_02076	312.0	2.9e-104	0.909	0.878	0.575	UniRef:UniRef50_A0A4R3THC7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1970211	1970327	+	HNGIBB_02077	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1970320	1970511	+	HNGIBB_02078	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1970651	1972141	+	HNGIBB_02079	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1972253	1973524	+	HNGIBB_02080	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1973521	1974135	-	HNGIBB_02081	197.0	7.2e-62	0.985	0.874	0.522	UniRef:UniRef50_E6V0G8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1974292	1976241	-	HNGIBB_02082	807.0	6.7e-289	0.926	0.929	0.649	UniRef:UniRef50_A0A4R2R671
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1976390	1978255	-	HNGIBB_02083	651.0	5.4e-228	1.027	1.009	0.539	UniRef:UniRef50_A0A1V1PP47
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1978330	1979121	-	HNGIBB_02084	298.0	2.9e-99	1.019	0.820	0.549	UniRef:UniRef50_A0A2E7EUU8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1979385	1980041	-	HNGIBB_02085	261.0	9.8e-87	1.069	0.987	0.614	UniRef:UniRef50_A0A1B1AID5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1980177	1980854	+	HNGIBB_02086	237.0	3.4e-77	1.0	0.907	0.551	UniRef:UniRef50_A0A6I6MNE8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1980858	1982702	-	HNGIBB_02087	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1982978	1983184	+	HNGIBB_02088	91.7	1.5e-24	0.956	0.878	0.677	UniRef:UniRef50_A4X0L0
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1983188	1983430	+	HNGIBB_02089	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1983434	1984114	-	HNGIBB_02090	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1984475	1985080	+	HNGIBB_02091	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1985504	1985659	-	HNGIBB_02092	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1985816	1988212	-	HNGIBB_02093	742.0	2.2e-260	0.846	1.006	0.610	UniRef:UniRef50_A0A2Z5ZI51
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1988414	1989931	-	HNGIBB_02094	592.0	3.7e-208	1.032	0.996	0.633	UniRef:UniRef50_A0A845ABU8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1990112	1991515	+	HNGIBB_02095	749.0	1.4e-271	1.039	1.002	0.833	UniRef:UniRef50_V4PW64
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1991583	1993007	+	HNGIBB_02096	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1993106	1993198	-	HNGIBB_02097	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1993241	1993333	-	HNGIBB_02098	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1993448	1993642	-	HNGIBB_02099	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1993655	1994086	-	HNGIBB_02100	154.0	2.8e-47	0.902	0.872	0.574	UniRef:UniRef50_A0A4Z0LDE6
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1994185	1995102	+	HNGIBB_02101	367.0	3.7e-125	0.980	0.817	0.622	UniRef:UniRef50_A0A087MLH5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1995087	1996997	-	HNGIBB_02102	676.0	3.0e-237	1.002	0.973	0.556	UniRef:UniRef50_A0A175RIB8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1997140	1998129	+	HNGIBB_02103	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1998119	1998793	+	HNGIBB_02104	251.0	6.4e-83	1.027	0.954	0.604	UniRef:UniRef50_A0A1B1AIE8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1998797	1999027	-	HNGIBB_02105	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1999033	1999410	-	HNGIBB_02106	158.0	3.0e-49	1.008	1.0	0.619	UniRef:UniRef50_A0A3D2VX67
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1999445	1999627	-	HNGIBB_02107	72.0	4.1e-17	0.933	0.982	0.571	UniRef:UniRef50_V9R811
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	1999624	2000280	-	HNGIBB_02108	211.0	8.7e-67	0.940	0.810	0.517	UniRef:UniRef50_A0A4P1KHK7
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2000277	2001170	-	HNGIBB_02109	317.0	2.6e-106	0.966	0.911	0.568	UniRef:UniRef50_A0A257HLR3
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2001189	2001761	-	HNGIBB_02110	174.0	1.0e-53	0.800	0.804	0.592	UniRef:UniRef50_A0A059EAM1
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2001783	2002523	+	HNGIBB_02111	253.0	3.4e-82	0.980	0.803	0.515	UniRef:UniRef50_R0E5X8
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2002532	2003287	+	HNGIBB_02112	281.0	1.0e-93	0.972	0.931	0.529	UniRef:UniRef50_A0A947DNX5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2003443	2003835	+	HNGIBB_02113	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	tRNA	2004010	2004084	+	HNGIBB_02114	84.7	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2004344	2005906	+	HNGIBB_02115	673.0	2.3e-239	1.031	0.957	0.640	UniRef:UniRef50_A0A1C6EAW4
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2005903	2007216	+	HNGIBB_02116	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2007213	2007884	+	HNGIBB_02117	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2007881	2011018	+	HNGIBB_02118	1046.0	0.0	0.991	0.968	0.543	UniRef:UniRef50_G2I142
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2011470	2011763	+	HNGIBB_02119	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2011770	2012126	-	HNGIBB_02120	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2012132	2012593	-	HNGIBB_02121	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2012593	2012844	-	HNGIBB_02122	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2012848	2013267	-	HNGIBB_02123	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2013425	2013664	+	HNGIBB_02124	87.0	2.6e-22	1.0	0.849	0.595	UniRef:UniRef50_A0A1G2W670
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2013793	2014680	-	HNGIBB_02125	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2014662	2015309	-	HNGIBB_02126	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2015313	2016548	-	HNGIBB_02127	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2016735	2017547	+	HNGIBB_02128	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2017549	2018289	+	HNGIBB_02129	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2018306	2019127	+	HNGIBB_02130	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2019211	2020041	+	HNGIBB_02131	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2020138	2022126	-	HNGIBB_02132	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2022389	2022769	+	HNGIBB_02133	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2023388	2024581	+	HNGIBB_02134	513.0	1.6e-180	0.967	0.914	0.664	UniRef:UniRef50_A0AAW7T948
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2024578	2025828	+	HNGIBB_02135	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2025854	2026624	-	HNGIBB_02136	-	-	-	-	-	-
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2026730	2027515	+	HNGIBB_02137	301.0	3.2e-101	0.962	0.906	0.602	UniRef:UniRef50_A0A059EAQ9
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2027512	2028453	+	HNGIBB_02138	402.0	3.8e-139	0.952	0.839	0.701	UniRef:UniRef50_Q52060
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2028450	2029472	+	HNGIBB_02139	538.0	4.4e-192	0.985	0.896	0.782	UniRef:UniRef50_U3GWE5
SRR35809336_ctg8014_Candidatus_Viadribacter_manganicus_length=3616199_coverage=165.86_circular=yes	cds	2029545	2030963	+	HNGIBB_02140	-	-	-	-	-	-
